x,y,z,label,pi
-130.16774339623174,-30.92325388468437,-21.50410644420277,no,pi1
-155.766004492844,-9.52632036373302,96.72642922088411,no,pi1
-113.33223371298357,-16.453635926367035,73.90406874025247,no,pi1
-191.61619113709577,-31.476961604383263,-53.06373411528753,no,pi1
-205.85410246067167,-24.36419557103455,-16.336043070493087,no,pi1
-137.05412933467858,-29.612393054716776,-16.830036435005667,no,pi1
-64.36198770352537,-35.93731515518708,-21.986416396868037,no,pi1
-240.9616539315747,-6.751009312934835,74.80625467982226,no,pi1
28.461498553892604,-42.190012616655615,-18.0154317502714,no,pi1
-197.5991367049518,-31.044975459339145,-52.94571203957325,no,pi1
41.21406300145877,-28.25083414853032,72.74277742066711,no,pi1
31.24423864240157,-27.512258208968213,72.84168936464904,no,pi1
-185.63224258856715,-31.90410484750965,-53.10381263475558,no,pi1
-136.05807413498383,-29.669156910523355,-16.834634012980512,no,pi1
-127.29189190357975,-15.432741350383203,73.95765772011111,no,pi1
-180.13824832444965,-11.410461324890898,74.33116527438872,no,pi1
200.33725983400652,-27.0704345463122,151.9971987872455,yes,pi1
-211.5595556795343,-29.927381931366224,-52.91923363593355,no,pi1
-48.313619586579165,-36.36234622319998,-17.467816450660248,no,pi1
-161.7453862066326,-9.05951890403795,96.78567625750904,no,pi1
-125.80795189688524,-36.47327443201291,-53.45578183898658,no,pi1
-152.72926290270968,-34.42182186932231,-53.34027553078244,no,pi1
-215.56244381540068,-29.68105250312766,-52.91278028136094,no,pi1
-118.10864008276818,-31.0366473772066,-16.967368601013128,no,pi1
25.256820534608263,-27.059068725499205,72.88598136118026,yes,pi1
-149.73931291537554,-34.67646542845716,-53.30269758325319,no,pi1
-162.9773779014113,-27.606427024722716,-16.627428111438956,no,pi1
-165.06413244978273,-28.25074306800986,-21.238715480112525,no,pi1
-208.5669476980329,-30.167407017862278,-52.86056965774676,no,pi1
-197.60017508538783,-31.01492664778281,-53.020152604112376,no,pi1
-219.90348620289876,-24.07976706141309,-20.84712589120588,no,pi1
-102.87781280047189,-38.21794468743376,-53.72403843372231,no,pi1
-230.5158042271932,-28.54088047141722,-52.799368681278885,no,pi1
-230.50324118738465,-28.497708398278377,-52.700169455627886,no,pi1
-230.8715852309314,-23.21022507769412,-20.75375079911014,no,pi1
-85.82476503797245,-5.238453202798419,154.08895386399914,no,pi1
13.741322526291992,-22.416535438072813,95.52108331411588,no,pi1
85.17141729946323,-14.137481136450612,178.3629123276164,no,pi1
-10.994686484761552,-2.2170624176045,206.84596713177345,yes,pi1
-139.77028164719374,-35.41639673065593,-53.450740903213045,no,pi1
-88.91569886792975,-39.330225530735866,-53.73138587402283,no,pi1
8.794699179483933,-46.78296371573862,-54.457119437628606,no,pi1
10.789799785598934,-46.9362841154332,-54.46982923541483,no,pi1
-42.32956455939336,-36.8051018883014,-17.506651882125635,no,pi1
83.84963573071323,-16.753410684889925,161.58730346895382,yes,pi1
-3.5364118504935957,-40.5532640022361,-22.403865953419533,no,pi1
-145.2401343989001,-14.08493038869092,74.14363523525807,no,pi1
-165.18023934705766,-12.527694968466852,74.23523100609577,no,pi1
-224.7988092491885,-22.88927521140449,-16.2045367266785,no,pi1
-73.96022397781017,-40.4154425318104,-53.82357478538163,no,pi1
-151.22124651053872,-13.574529074906732,74.17766917486239,no,pi1
-180.92677658734743,-26.27220568824918,-16.510353627318484,no,pi1
-185.1228394258127,-10.986320252998418,74.39182308154626,no,pi1
-166.68758562788588,-33.36970061260448,-53.16564773660646,no,pi1
-30.57485527594709,-22.78645209308529,73.26510867422407,no,pi1
-188.62426667062425,-31.686677366620152,-53.08105990928141,no,pi1
-137.05482382429904,-29.561745141768988,-16.818775017606047,no,pi1
-141.0462201633879,-29.32434734813898,-16.827349756402256,no,pi1
-36.071135669408505,-43.34906851443213,-54.11627734360869,no,pi1
-170.9548730417653,-27.02270870592736,-16.58347504872605,no,pi1
-101.88011491535984,-38.32825125067873,-53.64680133744508,no,pi1
-188.11531621737265,-10.801387044865542,74.4239508128733,no,pi1
-162.69974945389254,-33.66655997096648,-53.182399574241295,no,pi1
-53.021721306174165,-42.0034425706731,-54.06219378093808,no,pi1
-100.37025572246536,-17.416253478564556,73.77717404547843,no,pi1
-183.0116339730052,-26.86271211113622,-21.10180528364715,no,pi1
