x,y,z,label,pi
0.5428866425060986,-40.087795958037006,-17.821332342526404,no,pi1
-112.21918774754522,-32.28099293944389,-21.624037587044235,no,pi1
-205.5765746577479,-30.385169673957503,-52.97233543551247,no,pi1
-83.97343347749666,-14.941940057375154,96.22436250209272,no,pi1
-55.29216981752462,-35.81434788305408,-17.409900560103775,no,pi1
-57.00826814906781,-41.7125531483506,-53.94713036614022,no,pi1
-183.6395078720117,-32.06682425408708,-53.04307863189955,no,pi1
-139.25804500887324,-14.508166407087012,74.08447114769832,no,pi1
8.799585038293793,-46.7385674173697,-54.42980930291197,no,pi1
-245.94853010708164,-6.394899093641364,74.83340489197982,no,pi1
-199.59435409585603,-30.90609844146412,-52.94031655583326,no,pi1
101.75351087625695,952.8187706573664,-88.51021368691248,yes,pi1
-178.65415179307143,-32.47504849432751,-53.15958241143319,no,pi1
-141.80260864890164,-10.550106470124929,96.6474592635733,no,pi1
76.27377313179575,958.4992123136432,-65.79796846203257,yes,pi1
-93.90177607807426,-38.92227390373368,-53.77004006738347,no,pi1
-25.379866434113424,-38.1109289408216,-17.63138876425316,no,pi1
-51.513293790104775,-21.203249175700503,73.41242506351223,no,pi1
-185.12380234237128,-11.030557419870163,74.39889024191893,no,pi1
-182.1326336598508,-11.24016880494218,74.39277729344441,no,pi1
-176.1500361530852,-11.700991731155476,74.3086994154286,no,pi1
-171.95234282755743,-26.963575916256374,-16.57399555138964,no,pi1
7.343066827084177,980.4439465961094,17.5889663658854,yes,pi1
-28.942446611806076,-0.9100958025324524,206.96886617324043,no,pi1
-107.23303518589306,-32.67004263897058,-21.69509373942305,yes,pi1
-122.09729944666807,-30.755624882513253,-16.933532854246174,no,pi1
-74.95707084100958,-40.3837631099481,-53.83990510863374,no,pi1
154.329658031384,-33.12747061101876,94.38712660963692,yes,pi1
-216.54232761664667,-29.544661447185813,-52.80324847916758,no,pi1
-145.74953844303027,-34.953329146591855,-53.30369557540907,no,pi1
-127.80344009958468,-36.366084446244216,-53.45326328612602,no,pi1
-194.09562954584857,-10.281196153550544,74.48697510561307,no,pi1
-132.79327746769837,-35.949078589587245,-53.44350093761856,no,pi1
28.25333096234924,-27.273177936721897,72.87834099225836,no,pi1
-169.67816869550964,-33.11917354723501,-53.1334828949997,no,pi1
-136.7760653979415,-35.651918467546565,-53.460683456790974,no,pi1
-160.07860421405152,-28.64268091199945,-21.280468659406356,no,pi1
-138.77105260465154,-35.498825001877684,-53.44223194324679,no,pi1
17.494523050351333,-41.37438783624314,-17.947305165023817,no,pi1
-37.06847570023518,-43.25497565072588,-54.10081260017835,no,pi1
-93.90177585939666,-38.93007828910495,-53.77426934724913,no,pi1
-46.41139192438788,-37.2850494513461,-22.101885800258938,no,pi1
-212.92537645616028,-24.607409187341467,-20.895598653061803,no,pi1
-143.036674598643,-29.1516200023248,-16.78513889776588,no,pi1
-237.48881768512857,-27.947857852962247,-52.775636297885576,no,pi1
-68.97699943112383,-40.800535237905095,-53.967940387045,no,pi1
-22.59812998896057,-23.387575713798125,73.20816272130936,yes,pi1
-73.23985680795307,-34.45899816457417,-17.28356722765186,no,pi1
-103.36301593564129,-17.27375399779229,73.77447581125854,no,pi1
-4.165261605340664,-45.76772628530615,-54.42807909082489,no,pi1
-198.87442193666087,-24.864492012576516,-16.39120033071717,no,pi1
-186.99955434556597,-26.5959958231372,-21.086165959373925,no,pi1
-221.52960054700728,-29.17015596815977,-52.77692607555849,no,pi1
-108.3501480187808,-16.868816938393792,73.83880190429818,no,pi1
-215.54632495820823,-29.67554289739988,-52.81734597193326,no,pi1
-189.90203339503068,-25.583775308853628,-16.455047372813024,no,pi1
-174.66516007884118,-32.74134106965627,-53.10433200876814,no,pi1
-117.83083058107036,-37.06970634115695,-53.59252240652991,no,pi1
-17.854018710715657,-9.070866242196503,162.20887450000544,yes,pi1
-195.09397583110533,-10.27356109805223,74.47896494561293,no,pi1
-141.04182976895592,-29.309739301410428,-16.795628963557864,no,pi1
-196.88035546666535,-25.04904744127637,-16.400367389288853,no,pi1
155.23258058451066,970.7531680464556,44.770821536959886,yes,pi1
-42.42676915859359,-37.60301161900921,-22.15790456262026,no,pi1
-0.9028872271345324,-10.34514996312291,162.12898257091388,yes,pi1
-97.88938504417705,-38.59121723015109,-53.65512244508534,no,pi1
-205.85410246067167,-24.36419557103455,-16.336043070493087,no,pi1
-231.9848284185118,-7.439349798966848,74.75951250246158,no,pi1
-244.9505990946093,-6.457895166148464,74.82897005247699,no,pi1
-205.06369514309876,-9.510844137303891,74.55624675794881,no,pi1
-178.65554363058752,-32.46895565510991,-53.16121105747136,no,pi1
-105.86688368845634,-37.99767298208845,-53.60833764448769,no,pi1
-169.95728129124095,-27.08462015303678,-16.577309272342358,no,pi1
-90.91401895880162,-39.1743170797964,-53.73775483794677,no,pi1
-26.09885037077442,-44.089681099519225,-54.18743310560518,no,pi1
-213.82946607122477,-23.75184656068466,-16.26399444564324,no,pi1
-164.9721010862838,-27.48197341729949,-16.620827401025682,no,pi1
-77.8505098066805,-5.9017004904033525,154.00546110797455,no,pi1
-105.86610444694315,-38.0311631005287,-53.60981106233341,no,pi1
63.15105171603136,-29.92313350647742,72.6188773666946,no,pi1
-89.19336277147785,-33.215459996577195,-17.16484148477244,no,pi1
-123.81750019217544,-36.63289614237558,-53.49038373953664,no,pi1
-189.62203598872665,-31.617855046736025,-52.99334581156493,no,pi1
-45.32052360375072,-36.56389973306765,-17.482002009389863,no,pi1
-115.83629945302532,-37.2195636533944,-53.60806522449904,no,pi1
-215.8251934772441,-23.57336600412041,-16.259237054663785,no,pi1
-256.7048617329396,-20.51113580271574,-15.967115418634975,no,pi1
-169.68023659778174,-33.1256403418573,-53.21551141016028,no,pi1
-23.012395182761985,-10.076130119079608,153.58794834441002,yes,pi1
-95.17685484851032,-32.79150027827831,-17.13043384506085,no,pi1
-173.94486223842017,-26.79147912223565,-16.55926281371934,no,pi1
-226.5138337231957,-28.83598492029081,-52.73490055010874,no,pi1
-59.28237903040035,-35.513476533187834,-17.391151008633244,no,pi1
-58.49479029264119,-20.67368784372447,73.45154997328233,no,pi1
14.77993689739722,-47.17734616838082,-54.47387906845533,no,pi1
-130.79516708505287,-36.1297226116948,-53.43825411554804,no,pi1
-192.614547330478,-31.431334595648945,-52.98932546762697,no,pi1
65.14670137433633,-30.045266198598515,72.57716439480382,yes,pi1
103.506483100511,967.3868441556072,0.5103249413346034,yes,pi1
-114.84214123294323,-37.33254518578545,-53.63188845456512,no,pi1
-78.94529021371048,-40.071113677962806,-53.79358293517104,no,pi1
-163.97680847017526,-27.54324645193923,-16.631916279596435,no,pi1
-45.53063368869544,-21.653284059163585,73.37022609501989,no,pi1
-81.93585837242472,-39.8502478759678,-53.78554042508368,no,pi1
-140.76496571725733,-35.33621148380449,-53.434782287789886,no,pi1
7.524471673268276,-40.59770899843974,-17.864321982396895,no,pi1
-120.72361748967356,-2.612168365578077,154.2931472642304,yes,pi1
-236.48944529999704,-28.06838268463709,-52.69086063368258,no,pi1
-109.13716287210435,-31.72204724996898,-17.030096222483476,no,pi1
-117.11451075221352,-31.12957869694549,-16.97262550512923,no,pi1
-114.32905531907129,-16.407936611002867,73.90454274710363,no,pi1
-200.59342683712765,-30.810716713385155,-52.94338022731312,no,pi1
-217.90980184096392,-24.208162700314872,-20.843000768500477,no,pi1
36.23114493435944,-27.85709971464732,72.81863630992592,no,pi1
-152.00882806456426,-28.432301832152337,-16.707751544160033,no,pi1
-135.0594499030091,-29.721219932308124,-16.831366033386992,no,pi1
-164.6955682698535,-33.5509646875306,-53.184244447077646,no,pi1
-38.43521113821132,-37.91087416957956,-22.19237963447328,yes,pi1
-159.60858824177012,0.3992385215246418,154.58600282647262,yes,pi1
-154.09637819032423,-29.077820948437328,-21.323042952310704,no,pi1
21.274735023145794,-26.724932156002957,72.88507721815472,no,pi1
39.310659972363,-10.600875817434485,178.73691638551983,yes,pi1
-238.478867209036,-27.90923383706285,-52.64175775161657,no,pi1
-47.0411681288353,-42.50093723827757,-54.11906321136666,no,pi1
11.4187442864925,-41.70869049686486,-22.525087516631658,no,pi1
-158.11325192825151,4.438281799416297,180.1471821712943,no,pi1
-212.5581710703697,-29.873869366278527,-52.84944053246351,no,pi1
281.2457303471094,943.944444099718,0.8425440659157332,yes,pi1
-68.46373442111967,-19.866418241376174,73.56761062174175,no,pi1
-123.81519771474912,-36.65374171596146,-53.56245825940865,no,pi1
6.418028180791393,954.7697263334204,21.813293251609636,yes,pi1
-110.22487352319008,-32.43936192528301,-21.634723131361586,no,pi1
-109.85623187483664,-37.716069797564174,-53.65417724421931,no,pi1
-156.20750039600267,-13.208675140600189,74.16670219916317,no,pi1
-141.7638188775426,-35.28561423154552,-53.4291641996519,no,pi1
-171.67517224519725,-32.99236660331998,-53.21132565546796,no,pi1
-133.27390886169445,-14.932297892958552,74.04994720800163,no,pi1
9.308181591248283,-25.823727221804585,73.00668006778768,no,pi1
-111.12773047910215,-31.53381023555493,-17.00206536670351,no,pi1
-142.76317866830314,-35.208400509735554,-53.43537857644899,no,pi1
-156.71796487528354,-34.16056587614117,-53.24438017835888,no,pi1
134.10404458162023,954.1017991535814,-66.33074057734919,yes,pi1
-30.57443294461245,-22.779460849320877,73.30262042928533,no,pi1
195.23117577169293,-27.691514215470345,146.07638140891927,no,pi1
47.19847656168023,-28.72239763188004,72.7368947108258,yes,pi1
10.515218791727028,-40.80634968916153,-17.87586479231694,no,pi1
-242.8369466974502,-22.323753113193472,-20.676503688377878,no,pi1
45.6466378255391,-24.842165254110697,95.16529718700772,no,pi1
-67.25873906051636,-34.94594940798108,-17.339111104266546,no,pi1
183.1028898030116,959.9467594179648,-8.73243008735022,yes,pi1
25.73191119764636,-14.718730005713196,147.34312378689955,yes,pi1
48.19544694474517,-28.801792699232585,72.72702402141009,no,pi1
170.64187433002306,965.0219230437872,16.92204424274606,yes,pi1
-86.92227310723757,-39.45443889456016,-53.7325810304473,no,pi1
-225.51884410843,-28.900991750295315,-52.75668003353789,no,pi1
27.255260553539827,-27.184092221284697,72.88311087159317,yes,pi1
-140.2548560188975,-14.44739968036903,74.0753569178897,no,pi1
-217.53983343586904,-29.479845057168625,-52.86858026935708,no,pi1
15.406396436275063,-41.98726368119929,-22.556828130984304,no,pi1
-75.44680394778156,-19.399340382016582,73.56291941243686,yes,pi1
-148.78285942359562,-10.024567234999656,96.69838031976433,no,pi1
-117.8336639536863,-37.1265209019516,-53.53642753664206,no,pi1
