x,y,z,label,pi
-124.09171224968524,-30.585136784886004,-16.91968294374316,no,pi1
-104.87203601621754,-38.04725192781093,-53.70284147678826,no,pi1
241.1017976055137,-31.15768693315632,145.77247688579783,yes,pi1
-120.31203550589342,-15.933513810319482,73.94707991753147,no,pi1
-20.395465692636,-38.49169125905772,-17.67201185884572,no,pi1
-131.791478742811,-36.02108939272732,-53.49736208579115,no,pi1
-129.7977032736874,-36.19671885903158,-53.51142244712958,no,pi1
-27.139405886346623,-19.326422750334004,95.811050520083,yes,pi1
-34.075645027655376,-43.466281260906094,-54.114332306324094,no,pi1
-93.3926746777004,-18.019640732649787,73.73841048730853,no,pi1
-129.798110332762,-36.179713726464094,-53.52051291291934,no,pi1
-37.06831153032453,-43.23199058998431,-54.18223539296999,no,pi1
-150.2248102450226,-13.644728920010198,74.16828000991791,no,pi1
143.00869508472542,-18.52553721192564,177.99754275654283,yes,pi1
-78.43462887083591,-19.150509050589104,73.66761169472625,yes,pi1
-158.20297853621153,-12.97460099909379,74.23866701667707,yes,pi1
-146.74805101663569,-34.89504599713859,-53.38408126687919,no,pi1
148.08093311904767,960.0561742484032,0.8066291031533463,yes,pi1
-99.78390844884176,-4.1933211252745926,154.174913826983,no,pi1
-178.65554363058752,-32.46895565510991,-53.16121105747136,no,pi1
-202.58391516137516,-30.66781794636553,-52.90554180088293,no,pi1
-173.56985044630872,1.4214107083353973,154.70502473837985,yes,pi1
-97.16958049808274,-32.64750085501783,-17.115040365494846,no,pi1
-176.15561102313524,-11.70865289155794,74.31321661427427,no,pi1
-14.175709013759144,-20.25391080201157,95.73020332330104,yes,pi1
-114.32960874143896,-16.384343682471307,73.87532240055373,no,pi1
-123.81505137433751,-36.62165652253637,-53.478700234690834,no,pi1
53.42087834798411,963.7051503746264,47.93299392799456,yes,pi1
-96.17404916221558,-32.72226269073456,-17.123471260324962,no,pi1
-141.76687126580794,-35.30390742209983,-53.3920705431154,no,pi1
28.25243290727919,-27.2760133082904,72.86861923331222,no,pi1
19.7657754569862,-47.601932637492176,-54.51642033967281,no,pi1
-120.10423924363324,-30.90333912802689,-16.960420194808002,no,pi1
-42.05738599752713,-42.89978728722631,-54.09264327692818,no,pi1
-72.24214232833772,-34.53386039469498,-17.293051200284285,no,pi1
-138.14346017925482,-30.2849441154337,-21.429615324806317,no,pi1
-178.65483206899515,-32.42022074232401,-53.15596125576538,no,pi1
-114.74239367096258,-3.083077145854347,154.2604448830755,no,pi1
111.454920334891,-29.848901211145275,94.69231174487284,no,pi1
93.06428809503564,-32.160982932037854,72.41203155681323,yes,pi1
35.23394274211454,-27.76670840915794,72.83513835259156,no,pi1
-117.83030675515612,-37.06731512007,-53.50325596424427,no,pi1
