x,y,z,label,pi
13.41413475068936,-41.82287362179123,-22.52935921456972,no,pi1
-74.4449675411494,-19.41151322514957,73.62500769240266,no,pi1
-59.00802645816175,-41.56264726189863,-54.050121758088416,no,pi1
-240.95893491799572,-6.763684432785717,74.82180651351878,no,pi1
-122.81747578587944,-36.75305160575705,-53.48697872911473,no,pi1
-156.99640430031698,-28.08199857965922,-16.68111400438971,no,pi1
-110.34307740799292,-16.667706487037055,73.86743581469453,no,pi1
-145.02932076979738,-28.980960892626005,-16.76331765747404,no,pi1
-118.82963444705187,-37.04167603651655,-53.521353863845526,no,pi1
-21.393029640908576,-38.37282231387894,-17.655371435183188,no,pi1
-149.74197385416744,-34.679773326722106,-53.31049312860714,no,pi1
-93.90334203135409,-38.95109975866424,-53.702347339519406,no,pi1
-171.67272890455072,-32.972949848784694,-53.1176860038328,no,pi1
-42.7812978093217,-7.087559760531484,162.41327773123595,no,pi1
-223.52222485198135,-29.02313178686705,-52.75352087837325,no,pi1
-100.17061104964196,-32.43581060552285,-17.151541630538926,no,pi1
-108.87663233241814,-4.501246169479474,148.2907810499297,yes,pi1
22.476600039083863,-41.74056419592634,-17.991255913667917,no,pi1
-193.6511105788776,-6.583032593049377,97.02994955964508,no,pi1
-169.7211302414385,-8.395274422836959,96.85053740403512,no,pi1
-106.23659356314778,-32.74015669072359,-21.662477569122064,no,pi1
-132.78882220083457,-35.941776455614075,-53.41818146029957,no,pi1
-141.25528964734258,-14.362243531991048,74.03462901882236,no,pi1
-137.77458889108806,-35.5657953891919,-53.46301540524249,no,pi1
227.761790223445,-24.957728540653928,177.38504835505026,yes,pi1
149.4844519229656,-23.215853130492217,152.3316951076236,no,pi1
15.408496508872062,-41.98516567365748,-22.5390879247964,no,pi1
-186.11951378204355,-10.943092036312375,74.4448023816882,no,pi1
-151.2213323103789,-13.55087071080879,74.1787756406513,yes,pi1
-9.42868240245849,-39.33484558281612,-17.7474180106161,no,pi1
-91.90927360248264,-39.06288226984114,-53.792459854972975,no,pi1
-152.73063897183775,-34.43776131744759,-53.34982855467717,no,pi1
11.4187442864925,-41.70869049686486,-22.525087516631658,no,pi1
-150.224370718784,-13.674893402739938,74.16086393969678,no,pi1
-176.65884516352253,-32.635227640983416,-53.09410632430778,no,pi1
-146.7919909794775,-10.201548456310858,96.66701874440407,no,pi1
-159.19746378379642,-12.985098491914622,74.23218269266788,no,pi1
-35.073827191915136,-43.43322733888801,-54.12571831307063,no,pi1
39.22042661737915,-28.11951522326376,72.81407860604492,yes,pi1
-144.2406312210838,-14.105597641919484,74.15322349251117,yes,pi1
-94.38777503199366,-17.92355410114796,73.72373846862602,yes,pi1
-124.8124669534696,-36.57259219997833,-53.4726642150827,no,pi1
-137.7750468078873,-35.57040030054287,-53.38015519422497,no,pi1
45.199062383615136,-28.57459365818967,72.70739245867489,no,pi1
-84.20922161258704,-33.62913872878136,-17.2166130990077,no,pi1
-141.1337521526871,-30.061634643421797,-21.408433268184524,no,pi1
5.437581585262845,-41.21078637653047,-22.46708239847924,no,pi1
-14.175709013759144,-20.25391080201157,95.73020332330104,yes,pi1
170.64187433002306,965.0219230437872,16.92204424274606,yes,pi1
112.45352548566814,-29.928492846091693,94.8064823514466,yes,pi1
-65.47217151039698,-20.089461751710303,73.5591637515035,no,pi1
34.444840877913066,-42.6555856563173,-18.0565185573112,no,pi1
-113.33223371298357,-16.453635926367035,73.90406874025247,no,pi1
-98.92910228006464,-13.779725199489263,96.27044557891853,no,pi1
29.34100191664036,-9.871588563787975,178.80940583232658,yes,pi1
-125.29751129847624,-15.57789795862011,73.98460219219226,no,pi1
-169.68158347309415,-33.168112347331736,-53.16168509782475,no,pi1
109.84504970226008,967.3057627831124,46.11375861362627,yes,pi1
-91.9098391787046,-39.082002658309975,-53.79545486643696,no,pi1
-214.8256352856248,-23.67985866773633,-16.263752006131433,no,pi1
-114.84214123294323,-37.33254518578545,-53.63188845456512,no,pi1
-19.60803098119065,-23.617392676752623,73.17226009990115,no,pi1
