model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.05,2.43,pi3,0.01,0.8400659521846661,0.841714756801319,0.07,0.01,0.15187978744506836,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.07,2.68,pi1,0.01,0.8532563891178895,0.8516075845012366,0.07,0.06,0.15187978744506836,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.07,2.68,pi2,0.01,0.8554913294797688,0.8389760528488852,0.06,0.99,0.15187978744506836,False
pi2,"LogisticRegression(C=0.1, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.84,0.02,2.69,pi3,0.02,0.8161582852431987,0.841714756801319,0.06,0.98,0.15187978744506836,False
pi1,LogisticRegression(max_iter=100000),0.89,0.03,2.27,pi3,0.02,0.8740740740740741,0.8617283950617284,0.16,0.01,0.355502446492513,True
pi3,LogisticRegression(max_iter=100000),0.86,0.06,1.82,pi1,0.03,0.8910411622276029,0.8910411622276029,0.16,0.1,0.355502446492513,True
pi3,LogisticRegression(max_iter=100000),0.86,0.06,1.82,pi2,0.01,0.8537234042553191,0.8776595744680851,0.24,1.0,0.355502446492513,True
pi2,LogisticRegression(max_iter=100000),0.88,0.04,1.76,pi3,0.02,0.8617283950617284,0.8617283950617284,0.24,0.97,0.355502446492513,True
pi4,LogisticRegression(max_iter=100000),0.7,0.04,2.05,pi5,0.02,0.7243660418963617,0.7199558985667034,0.29,0.06,0.355502446492513,True
pi5,"LogisticRegression(C=0.01, max_iter=100000)",0.72,0.08,2.08,pi4,0.01,0.7068607068607069,0.7016632016632016,0.29,0.01,0.355502446492513,True
