model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.92,0.05,3.8,pi2,0.01,0.9117889530090684,0.910964550700742,0.02,0.01,0.09509658813476562,False
pi1,LogisticRegression(max_iter=100000),0.92,0.05,3.8,pi3,0.0,0.9249793899422918,0.9225061830173125,0.04,0.01,0.09509658813476562,False
pi2,LogisticRegression(max_iter=100000),0.91,0.06,3.85,pi1,0.01,0.9184514003294892,0.9200988467874794,0.02,0.08,0.09509658813476562,False
pi2,LogisticRegression(max_iter=100000),0.91,0.06,3.85,pi3,0.01,0.9249793899422918,0.9225061830173125,0.06,0.99,0.09509658813476562,False
pi3,LogisticRegression(max_iter=100000),0.92,0.08,4.03,pi1,0.0,0.9176276771004942,0.9200988467874794,0.04,0.04,0.09509658813476562,False
pi3,LogisticRegression(max_iter=100000),0.92,0.08,4.03,pi2,0.01,0.9117889530090684,0.910964550700742,0.06,0.98,0.09509658813476562,False
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.87,0.01,2.12,pi2,0.04,0.8315217391304348,0.8478260869565217,0.25,0.02,0.5057795842488607,True
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.87,0.01,2.12,pi3,0.01,0.8675675675675676,0.8891891891891892,0.34,0.01,0.5057795842488607,True
pi2,"LogisticRegression(C=0.01, max_iter=100000)",0.85,0.02,2.54,pi1,0.02,0.8710526315789474,0.8736842105263158,0.25,0.15,0.5057795842488607,True
pi3,LogisticRegression(max_iter=100000),0.89,0.03,2.37,pi1,0.02,0.8657894736842106,0.8736842105263158,0.34,0.11,0.5057795842488607,True
pi4,LogisticRegression(max_iter=100000),0.7,0.05,2.34,pi5,0.02,0.7244785949506037,0.7332601536772777,0.31,0.07,0.5057795842488607,True
pi5,LogisticRegression(max_iter=100000),0.73,0.05,2.45,pi4,0.02,0.7098445595854922,0.7015544041450777,0.31,0.02,0.5057795842488607,True
