model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.85,0.02,3.49,pi2,0.01,0.8391089108910891,0.8292079207920792,0.13,0.0,0.1862349510192871,False
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.85,0.02,3.49,pi3,0.04,0.8103874690849134,0.8128606760098929,0.04,0.0,0.1862349510192871,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.04,3.34,pi1,0.01,0.8408903544929925,0.8499587798845837,0.13,0.07,0.1862349510192871,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.04,3.34,pi3,0.02,0.8054410552349547,0.8128606760098929,0.19,1.0,0.1862349510192871,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.81,0.06,2.8,pi1,0.03,0.8458367683429514,0.8499587798845837,0.04,0.06,0.1862349510192871,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.81,0.06,2.8,pi2,0.03,0.8391089108910891,0.8292079207920792,0.19,0.98,0.1862349510192871,False
pi1,LogisticRegression(max_iter=100000),0.86,0.04,1.84,pi2,0.0,0.8567164179104477,0.8597014925373134,0.62,0.01,1.2709965705871582,True
pi1,LogisticRegression(max_iter=100000),0.86,0.04,1.84,pi3,0.0,0.8582677165354331,0.8582677165354331,0.4,0.02,1.2709965705871582,True
pi2,LogisticRegression(max_iter=100000),0.86,0.06,1.98,pi1,0.0,0.8622448979591837,0.8571428571428571,0.62,0.14,1.2709965705871582,True
pi3,LogisticRegression(max_iter=100000),0.86,0.06,1.89,pi1,0.0,0.8622448979591837,0.8571428571428571,0.4,0.12,1.2709965705871582,True
pi4,LogisticRegression(max_iter=100000),0.72,0.04,2.25,pi5,0.01,0.7100656455142232,0.7111597374179431,0.25,0.09,1.2709965705871582,True
pi5,"LogisticRegression(C=0.01, max_iter=100000)",0.71,0.05,2.18,pi4,0.01,0.7233606557377049,0.7233606557377049,0.25,0.01,1.2709965705871582,True
