model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.92,0.09,3.6,pi2,0.0,0.9192085737840066,0.920032976092333,0.07,0.0,0.0873708724975586,False
pi1,LogisticRegression(max_iter=100000),0.92,0.09,3.6,pi3,0.0,0.9157720891824938,0.9174236168455822,0.03,0.0,0.0873708724975586,False
pi2,LogisticRegression(max_iter=100000),0.92,0.04,3.92,pi1,0.0,0.9168039538714992,0.9168039538714992,0.07,0.06,0.0873708724975586,False
pi2,LogisticRegression(max_iter=100000),0.92,0.04,3.92,pi3,0.0,0.916597853014038,0.9174236168455822,0.06,0.99,0.0873708724975586,False
pi3,LogisticRegression(max_iter=100000),0.92,0.08,3.45,pi1,0.0,0.9151565074135091,0.9168039538714992,0.03,0.05,0.0873708724975586,False
pi3,LogisticRegression(max_iter=100000),0.92,0.08,3.45,pi2,0.0,0.9192085737840066,0.920032976092333,0.06,0.98,0.0873708724975586,False
pi1,LogisticRegression(max_iter=100000),0.88,0.03,2.6,pi3,0.02,0.8593350383631714,0.8618925831202046,0.11,0.01,0.4924049377441406,True
pi3,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.86,0.01,1.93,pi1,0.02,0.884020618556701,0.884020618556701,0.11,0.12,0.4924049377441406,True
pi3,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.86,0.01,1.93,pi2,0.02,0.8440860215053764,0.8467741935483871,0.45,0.95,0.4924049377441406,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,1.95,pi3,0.01,0.8567774936061381,0.8618925831202046,0.45,0.99,0.4924049377441406,True
pi4,LogisticRegression(max_iter=100000),0.72,0.05,2.25,pi5,0.02,0.7013129102844639,0.7013129102844639,0.33,0.07,0.4924049377441406,True
pi5,LogisticRegression(max_iter=100000),0.7,0.05,2.15,pi4,0.01,0.7148846960167715,0.7180293501048218,0.33,0.01,0.4924049377441406,True
