model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.85,0.02,2.67,pi2,0.02,0.8294892915980231,0.8369028006589786,0.02,0.01,0.15370845794677734,False
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.85,0.02,2.67,pi3,0.02,0.8242574257425742,0.8267326732673267,0.03,0.0,0.15370845794677734,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.06,2.68,pi1,0.01,0.8450123660346249,0.8466611706512778,0.02,0.07,0.15370845794677734,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.06,2.68,pi3,0.01,0.8250825082508251,0.8267326732673267,0.04,0.98,0.15370845794677734,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.83,0.04,2.41,pi1,0.02,0.8458367683429514,0.8466611706512778,0.03,0.05,0.15370845794677734,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.83,0.04,2.41,pi2,0.0,0.8311367380560132,0.8369028006589786,0.04,0.99,0.15370845794677734,False
pi1,LogisticRegression(max_iter=100000),0.88,0.07,1.75,pi3,0.04,0.8405405405405405,0.8351351351351352,0.12,0.01,0.16762987772623697,True
pi3,LogisticRegression(max_iter=100000),0.84,0.03,1.81,pi1,0.03,0.8648648648648649,0.8837837837837837,0.12,0.12,0.16762987772623697,True
pi3,LogisticRegression(max_iter=100000),0.84,0.03,1.81,pi2,0.03,0.8689458689458689,0.8746438746438746,0.11,0.97,0.16762987772623697,True
pi2,LogisticRegression(max_iter=100000),0.87,0.05,1.67,pi3,0.03,0.8486486486486486,0.8351351351351352,0.11,0.99,0.16762987772623697,True
