model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.03,2.7,pi3,0.01,0.8447563996696945,0.8340214698596201,0.13,0.01,0.14943854014078775,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.04,2.63,pi1,0.0,0.8388157894736842,0.8536184210526315,0.13,0.05,0.14943854014078775,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.04,2.63,pi2,0.0,0.8301731244847486,0.8219291014014839,0.12,0.96,0.14943854014078775,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.82,0.02,3.63,pi3,0.0,0.8208092485549133,0.8340214698596201,0.12,1.0,0.14943854014078775,False
pi1,"LogisticRegression(C=0.01, max_iter=100000)",0.86,0.02,2.06,pi2,0.01,0.8543417366946778,0.8627450980392157,1.2,0.01,1.1520764032999675,True
pi1,"LogisticRegression(C=0.01, max_iter=100000)",0.86,0.02,2.06,pi3,0.01,0.8732782369146006,0.8705234159779615,0.3,0.01,1.1520764032999675,True
pi2,"LogisticRegression(C=0.01, max_iter=100000, solver='saga')",0.86,0.01,1.46,pi1,0.02,0.8426150121065376,0.8619854721549637,1.2,0.14,1.1520764032999675,True
pi3,LogisticRegression(max_iter=100000),0.87,0.02,1.88,pi1,0.01,0.8619854721549637,0.8619854721549637,0.3,0.11,1.1520764032999675,True
pi4,LogisticRegression(max_iter=100000),0.73,0.03,2.07,pi5,0.03,0.6981541802388708,0.7057546145494028,0.33,0.06,1.1520764032999675,True
pi5,LogisticRegression(max_iter=100000),0.71,0.03,1.82,pi4,0.01,0.719656283566058,0.7250268528464017,0.33,0.01,1.1520764032999675,True
