model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.05,2.77,pi2,0.01,0.8393739703459637,0.8253706754530478,0.07,0.0,0.09270381927490234,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.05,2.77,pi3,0.02,0.8244023083264633,0.8153338829348722,0.04,0.0,0.09270381927490234,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.06,2.91,pi1,0.01,0.8202802967848309,0.8458367683429514,0.07,0.06,0.09270381927490234,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.82,0.06,3.02,pi1,0.02,0.832646331409728,0.8458367683429514,0.04,0.03,0.09270381927490234,False
pi1,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.87,0.01,1.64,pi2,0.02,0.8501440922190202,0.8587896253602305,0.21,0.0,0.35379600524902344,True
pi1,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.87,0.01,1.64,pi3,0.0,0.8675324675324675,0.8701298701298701,0.2,0.01,0.35379600524902344,True
pi2,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.86,0.01,1.91,pi1,0.01,0.8659517426273459,0.868632707774799,0.21,0.11,0.35379600524902344,True
pi2,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.86,0.01,1.91,pi3,0.01,0.8701298701298701,0.8701298701298701,0.29,1.0,0.35379600524902344,True
pi3,LogisticRegression(max_iter=100000),0.87,0.06,1.56,pi1,0.0,0.871313672922252,0.868632707774799,0.2,0.06,0.35379600524902344,True
pi3,LogisticRegression(max_iter=100000),0.87,0.06,1.56,pi2,0.02,0.8530259365994236,0.8587896253602305,0.29,0.96,0.35379600524902344,True
