model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.83,0.02,2.61,pi2,0.03,0.8583196046128501,0.8451400329489291,0.08,0.0,0.08498859405517578,False
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.83,0.02,2.61,pi3,0.0,0.8333333333333334,0.8333333333333334,0.07,0.0,0.08498859405517578,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.85,0.03,2.69,pi1,0.03,0.8178070898598516,0.8318219291014015,0.08,0.04,0.08498859405517578,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.85,0.03,2.69,pi3,0.03,0.8184818481848185,0.8333333333333334,0.03,0.99,0.08498859405517578,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.83,0.03,3.02,pi1,0.0,0.830997526793075,0.8318219291014015,0.07,0.04,0.08498859405517578,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.83,0.03,3.02,pi2,0.02,0.85667215815486,0.8451400329489291,0.03,0.99,0.08498859405517578,False
pi2,LogisticRegression(max_iter=100000),0.87,0.07,1.75,pi3,0.0,0.8788659793814433,0.8788659793814433,0.14,0.98,0.3569374084472656,True
pi3,LogisticRegression(max_iter=100000),0.88,0.04,1.66,pi2,0.0,0.8740740740740741,0.8740740740740741,0.14,0.97,0.3569374084472656,True
pi4,LogisticRegression(max_iter=100000),0.72,0.04,2.0,pi5,0.0,0.7145945945945946,0.7124324324324325,0.25,0.06,0.3569374084472656,True
pi5,LogisticRegression(max_iter=100000),0.71,0.04,1.98,pi4,0.0,0.7136886102403344,0.7168234064785789,0.25,0.02,0.3569374084472656,True
