model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.9,0.02,7.51,pi3,0.01,0.914332784184514,0.9233937397034596,0.03,0.01,0.09525489807128906,False
pi3,LogisticRegression(max_iter=100000),0.92,0.04,2.95,pi1,0.02,0.899505766062603,0.9036243822075782,0.03,0.05,0.09525489807128906,False
pi3,LogisticRegression(max_iter=100000),0.92,0.04,2.95,pi2,0.01,0.9168039538714992,0.9200988467874794,0.09,0.99,0.09525489807128906,False
pi2,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.92,0.02,3.99,pi3,0.01,0.9110378912685337,0.9233937397034596,0.09,0.98,0.09525489807128906,False
pi1,LogisticRegression(max_iter=100000),0.86,0.02,1.89,pi2,0.02,0.8362068965517241,0.8390804597701149,0.13,0.0,0.3966541290283203,True
pi1,LogisticRegression(max_iter=100000),0.86,0.02,1.89,pi3,0.01,0.8484848484848485,0.8512396694214877,0.35,0.02,0.3966541290283203,True
pi2,LogisticRegression(max_iter=100000),0.84,0.05,1.78,pi1,0.02,0.8571428571428571,0.8595641646489104,0.13,0.12,0.3966541290283203,True
pi3,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.85,0.01,1.65,pi1,0.01,0.8595641646489104,0.8595641646489104,0.35,0.09,0.3966541290283203,True
pi4,LogisticRegression(max_iter=100000),0.73,0.04,1.91,pi5,0.02,0.7021739130434783,0.7021739130434783,0.26,0.08,0.3966541290283203,True
pi5,LogisticRegression(max_iter=100000),0.7,0.05,1.94,pi4,0.03,0.7293478260869565,0.7260869565217392,0.26,0.01,0.3966541290283203,True
