model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.86,0.07,4.2,pi2,0.03,0.8271604938271605,0.8279835390946502,0.1,0.01,0.09858512878417969,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.86,0.07,4.2,pi3,0.03,0.832646331409728,0.8128606760098929,0.07,0.01,0.09858512878417969,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.05,2.64,pi1,0.03,0.8606760098928277,0.8598516075845012,0.1,0.07,0.09858512878417969,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.05,2.64,pi3,0.0,0.830997526793075,0.8128606760098929,0.03,0.98,0.09858512878417969,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.81,0.04,2.21,pi1,0.03,0.841714756801319,0.8598516075845012,0.07,0.07,0.09858512878417969,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.81,0.04,2.21,pi2,0.0,0.8139917695473251,0.8279835390946502,0.03,0.99,0.09858512878417969,False
pi2,LogisticRegression(max_iter=100000),0.86,0.06,1.79,pi3,0.0,0.8539944903581267,0.8512396694214877,0.19,0.99,0.26889610290527344,True
pi3,LogisticRegression(max_iter=100000),0.85,0.02,1.89,pi2,0.01,0.8587570621468926,0.8587570621468926,0.19,0.94,0.26889610290527344,True
pi4,LogisticRegression(max_iter=100000),0.7,0.04,1.98,pi5,0.03,0.7279489904357067,0.7353878852284803,0.27,0.06,0.26889610290527344,True
pi5,LogisticRegression(max_iter=100000),0.74,0.03,1.95,pi4,0.03,0.7025862068965517,0.7025862068965517,0.27,0.0,0.26889610290527344,True
