model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.51,pi3,0.0,0.9860248447204969,0.9860248447204969,36.27,1.0,36.0966796875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.51,pi4,0.0,0.983971044467425,0.983971044467425,37.5,0.0,36.0966796875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.51,pi5,0.01,0.9777547853078117,0.9777547853078117,32.21,0.0,36.0966796875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.51,pi7,0.0,0.983453981385729,0.983453981385729,32.55,0.0,36.0966796875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.51,pi8,0.33,0.6492498706673564,0.6983962752198655,32.24,0.0,36.0966796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.72,pi1,0.0,0.9829192546583851,0.9829192546583851,36.27,0.98,36.0966796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.72,pi5,0.01,0.9777547853078117,0.9777547853078117,35.92,0.0,36.0966796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.72,pi6,0.0,0.9881013967925505,0.9881013967925505,32.17,0.0,36.0966796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.72,pi7,0.0,0.983453981385729,0.983453981385729,34.1,0.0,36.0966796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.72,pi8,0.34,0.6492498706673564,0.6983962752198655,35.3,0.0,36.0966796875,False
pi4,LogisticRegression(max_iter=100000),0.98,0.06,3.73,pi1,0.0,0.9829192546583851,0.9829192546583851,37.5,0.0,36.0966796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.97,pi1,0.01,0.9829192546583851,0.9829192546583851,32.21,0.0,36.0966796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.97,pi3,0.01,0.9860248447204969,0.9860248447204969,35.92,0.0,36.0966796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.97,pi6,0.01,0.9881013967925505,0.9881013967925505,37.44,0.99,36.0966796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.97,pi7,0.01,0.983453981385729,0.983453981385729,32.63,0.99,36.0966796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.97,pi8,0.32,0.6539058458354888,0.6983962752198655,32.1,0.98,36.0966796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.53,pi1,0.0,0.9829192546583851,0.9829192546583851,32.55,0.0,36.0966796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.53,pi3,0.0,0.9860248447204969,0.9860248447204969,34.1,0.0,36.0966796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.53,pi5,0.01,0.9777547853078117,0.9777547853078117,32.63,0.97,36.0966796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.53,pi6,0.0,0.9881013967925505,0.9881013967925505,35.74,0.99,36.0966796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.53,pi8,0.32,0.6632177961717538,0.6983962752198655,32.4,0.98,36.0966796875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,143.42,pi1,0.28,0.9829192546583851,0.9829192546583851,32.24,0.0,36.0966796875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,143.42,pi3,0.29,0.9860248447204969,0.9860248447204969,35.3,0.0,36.0966796875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,143.42,pi5,0.28,0.9777547853078117,0.9777547853078117,32.1,0.98,36.0966796875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,143.42,pi6,0.29,0.9881013967925505,0.9881013967925505,36.01,1.0,36.0966796875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,143.42,pi7,0.29,0.983453981385729,0.983453981385729,32.4,0.99,36.0966796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,8.01,pi3,0.0,0.9860248447204969,0.9860248447204969,32.17,0.0,36.0966796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,8.01,pi5,0.01,0.9777547853078117,0.9777547853078117,37.44,0.97,36.0966796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,8.01,pi7,0.0,0.983453981385729,0.983453981385729,35.74,0.98,36.0966796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,8.01,pi8,0.44,0.5509570615623384,0.6983962752198655,36.01,0.98,36.0966796875,False
pi1,LogisticRegression(max_iter=100000),0.83,0.02,1.27,pi3,0.02,0.8478260869565217,0.8478260869565217,1097.0,0.97,1291.1328638980262,True
pi1,LogisticRegression(max_iter=100000),0.83,0.02,1.27,pi4,0.07,0.8947368421052632,0.8947368421052632,1116.43,0.0,1291.1328638980262,True
pi1,LogisticRegression(max_iter=100000),0.83,0.02,1.27,pi5,0.04,0.7866666666666666,0.7866666666666666,761.93,0.0,1291.1328638980262,True
pi1,LogisticRegression(max_iter=100000),0.83,0.02,1.27,pi6,0.07,0.9,0.9,1157.74,0.0,1291.1328638980262,True
pi1,LogisticRegression(max_iter=100000),0.83,0.02,1.27,pi7,0.02,0.8448275862068966,0.8448275862068966,1268.87,0.0,1291.1328638980262,True
pi1,LogisticRegression(max_iter=100000),0.83,0.02,1.27,pi8,0.35,0.47699757869249393,0.6900726392251816,767.44,0.0,1291.1328638980262,True
pi3,LogisticRegression(max_iter=100000),0.85,0.02,1.55,pi1,0.02,0.8275862068965517,0.8275862068965517,1097.0,0.98,1291.1328638980262,True
pi3,LogisticRegression(max_iter=100000),0.85,0.02,1.55,pi4,0.05,0.8947368421052632,0.8947368421052632,1077.61,0.0,1291.1328638980262,True
pi3,LogisticRegression(max_iter=100000),0.85,0.02,1.55,pi5,0.06,0.7866666666666666,0.7866666666666666,689.04,0.0,1291.1328638980262,True
pi3,LogisticRegression(max_iter=100000),0.85,0.02,1.55,pi6,0.05,0.9,0.9,574.06,0.0,1291.1328638980262,True
pi3,LogisticRegression(max_iter=100000),0.85,0.02,1.55,pi8,0.34,0.5102905569007264,0.6900726392251816,843.8,0.0,1291.1328638980262,True
pi4,LogisticRegression(max_iter=100000),0.89,0.02,1.2,pi1,0.07,0.8275862068965517,0.8275862068965517,1116.43,0.0,1291.1328638980262,True
pi4,LogisticRegression(max_iter=100000),0.89,0.02,1.2,pi3,0.05,0.8478260869565217,0.8478260869565217,1077.61,0.0,1291.1328638980262,True
pi4,LogisticRegression(max_iter=100000),0.89,0.02,1.2,pi5,0.11,0.7866666666666666,0.7866666666666666,735.02,0.91,1291.1328638980262,True
pi4,LogisticRegression(max_iter=100000),0.89,0.02,1.2,pi8,0.39,0.5084745762711864,0.6900726392251816,834.82,0.93,1291.1328638980262,True
pi5,LogisticRegression(max_iter=100000),0.79,0.02,0.98,pi1,0.04,0.8275862068965517,0.8275862068965517,761.93,0.0,1291.1328638980262,True
pi5,LogisticRegression(max_iter=100000),0.79,0.02,0.98,pi3,0.06,0.8478260869565217,0.8478260869565217,689.04,0.0,1291.1328638980262,True
pi5,LogisticRegression(max_iter=100000),0.79,0.02,0.98,pi4,0.11,0.8947368421052632,0.8947368421052632,735.02,0.83,1291.1328638980262,True
pi5,LogisticRegression(max_iter=100000),0.79,0.02,0.98,pi6,0.11,0.9,0.9,674.36,0.81,1291.1328638980262,True
pi5,LogisticRegression(max_iter=100000),0.79,0.02,0.98,pi8,0.27,0.5139225181598063,0.6900726392251816,738.15,0.62,1291.1328638980262,True
pi6,LogisticRegression(max_iter=100000),0.9,0.02,1.15,pi1,0.07,0.8275862068965517,0.8275862068965517,1157.74,0.0,1291.1328638980262,True
pi6,LogisticRegression(max_iter=100000),0.9,0.02,1.15,pi3,0.05,0.8478260869565217,0.8478260869565217,574.06,0.0,1291.1328638980262,True
pi6,LogisticRegression(max_iter=100000),0.9,0.02,1.15,pi5,0.11,0.7866666666666666,0.7866666666666666,674.36,0.91,1291.1328638980262,True
pi6,LogisticRegression(max_iter=100000),0.9,0.02,1.15,pi8,0.39,0.5102905569007264,0.6900726392251816,782.56,0.9,1291.1328638980262,True
pi7,LogisticRegression(max_iter=100000),0.84,0.01,0.75,pi1,0.02,0.8275862068965517,0.8275862068965517,1268.87,0.0,1291.1328638980262,True
pi7,LogisticRegression(max_iter=100000),0.84,0.01,0.75,pi8,0.47,0.37772397094430993,0.6900726392251816,1351.25,0.97,1291.1328638980262,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,44.54,pi1,0.22,0.46551724137931033,0.8275862068965517,767.44,0.0,1291.1328638980262,True
