model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.06,3.47,pi3,0.01,0.8246913580246914,0.8263374485596707,0.15,0.0,0.2305905024210612,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.08,2.51,pi1,0.01,0.8378600823045268,0.837037037037037,0.15,0.05,0.2305905024210612,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.08,2.51,pi2,0.0,0.8261943986820428,0.7891268533772653,0.23,0.97,0.2305905024210612,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.79,0.05,2.6,pi3,0.0,0.7884773662551441,0.8263374485596707,0.23,0.99,0.2305905024210612,False
pi1,LogisticRegression(max_iter=100000),0.85,0.06,1.68,pi3,0.0,0.8465473145780051,0.8593350383631714,1.61,0.0,1.7127656936645508,True
pi3,LogisticRegression(max_iter=100000),0.86,0.02,2.0,pi1,0.01,0.8539325842696629,0.849438202247191,1.61,0.09,1.7127656936645508,True
pi3,LogisticRegression(max_iter=100000),0.86,0.02,2.0,pi2,0.04,0.8205882352941176,0.8352941176470589,0.52,0.94,1.7127656936645508,True
pi2,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.84,0.01,1.86,pi3,0.03,0.8618925831202046,0.8593350383631714,0.52,0.97,1.7127656936645508,True
pi4,LogisticRegression(max_iter=100000),0.71,0.04,2.74,pi5,0.01,0.7036247334754797,0.7068230277185501,0.33,0.05,1.7127656936645508,True
pi5,LogisticRegression(max_iter=100000),0.71,0.04,2.3,pi4,0.01,0.7170010559662091,0.7117212249208026,0.33,0.0,1.7127656936645508,True
