model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.05,3.18,pi2,0.04,0.814662273476112,0.8039538714991763,0.17,0.0,0.16406965255737305,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.05,3.18,pi3,0.02,0.8283828382838284,0.8481848184818482,0.08,0.01,0.16406965255737305,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.8,0.05,3.52,pi1,0.03,0.8296296296296296,0.8526748971193415,0.17,0.05,0.16406965255737305,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.8,0.05,3.52,pi3,0.0,0.7995049504950495,0.8481848184818482,0.15,0.99,0.16406965255737305,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.08,3.04,pi1,0.02,0.8683127572016461,0.8526748971193415,0.08,0.04,0.16406965255737305,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.08,3.04,pi2,0.02,0.8303130148270181,0.8039538714991763,0.15,0.98,0.16406965255737305,False
pi1,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.88,0.01,1.92,pi3,0.01,0.8863049095607235,0.8837209302325582,0.47,0.02,0.5751069386800131,True
pi3,"LogisticRegression(C=0.01, max_iter=100000)",0.88,0.04,2.06,pi1,0.02,0.8622448979591837,0.875,0.47,0.09,0.5751069386800131,True
pi3,"LogisticRegression(C=0.01, max_iter=100000)",0.88,0.04,2.06,pi2,0.05,0.8314917127071824,0.8397790055248618,0.6,0.96,0.5751069386800131,True
pi2,LogisticRegression(max_iter=100000),0.84,0.03,1.91,pi3,0.05,0.8888888888888888,0.8837209302325582,0.6,0.99,0.5751069386800131,True
pi4,"LogisticRegression(C=0.01, max_iter=100000, solver='saga')",0.73,0.03,2.22,pi5,0.02,0.712707182320442,0.7082872928176795,0.25,0.06,0.5751069386800131,True
pi5,LogisticRegression(max_iter=100000),0.71,0.05,2.27,pi4,0.02,0.7239958805355304,0.7312049433573635,0.25,0.01,0.5751069386800131,True
