model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.08,pi3,0.0,0.9813953488372092,0.9813953488372092,32.38,1.0,42.40234375,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.08,pi6,0.0,0.984488107549121,0.984488107549121,39.26,0.0,42.40234375,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.08,pi7,0.0,0.9829369183040331,0.9829369183040331,32.06,0.0,42.40234375,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.08,pi8,0.31,0.6689084324883601,0.6978789446456286,34.15,0.0,42.40234375,False
pi3,LogisticRegression(max_iter=100000),0.98,0.05,2.98,pi1,0.0,0.9829280910501811,0.9829280910501811,32.38,0.99,42.40234375,False
pi3,LogisticRegression(max_iter=100000),0.98,0.05,2.98,pi6,0.0,0.984488107549121,0.984488107549121,39.74,0.0,42.40234375,False
pi3,LogisticRegression(max_iter=100000),0.98,0.05,2.98,pi7,0.0,0.9829369183040331,0.9829369183040331,32.52,0.0,42.40234375,False
pi3,LogisticRegression(max_iter=100000),0.98,0.05,2.98,pi8,0.33,0.6539058458354888,0.6978789446456286,32.91,0.0,42.40234375,False
pi6,LogisticRegression(max_iter=100000),0.98,0.07,7.44,pi1,0.0,0.9829280910501811,0.9829280910501811,39.26,0.0,42.40234375,False
pi6,LogisticRegression(max_iter=100000),0.98,0.07,7.44,pi3,0.0,0.9813953488372092,0.9813953488372092,39.74,0.0,42.40234375,False
pi6,LogisticRegression(max_iter=100000),0.98,0.07,7.44,pi7,0.0,0.9829369183040331,0.9829369183040331,37.87,0.99,42.40234375,False
pi6,LogisticRegression(max_iter=100000),0.98,0.07,7.44,pi8,0.41,0.5711329539575789,0.6978789446456286,41.58,0.98,42.40234375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.92,pi1,0.0,0.9829280910501811,0.9829280910501811,32.06,0.0,42.40234375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.92,pi3,0.0,0.9813953488372092,0.9813953488372092,32.52,0.0,42.40234375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.92,pi6,0.0,0.984488107549121,0.984488107549121,37.87,0.98,42.40234375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.92,pi8,0.31,0.6730470770822555,0.6978789446456286,34.68,0.98,42.40234375,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,103.93,pi1,0.29,0.9829280910501811,0.9829280910501811,34.15,0.0,42.40234375,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,103.93,pi3,0.28,0.9813953488372092,0.9813953488372092,32.91,0.0,42.40234375,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,103.93,pi4,0.29,0.9870801033591732,0.9870801033591732,39.48,1.0,42.40234375,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,103.93,pi6,0.29,0.984488107549121,0.984488107549121,41.58,0.99,42.40234375,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,103.93,pi7,0.29,0.9829369183040331,0.9829369183040331,34.68,0.99,42.40234375,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.76,pi5,0.01,0.9782496116002072,0.9782496116002072,41.67,0.98,42.40234375,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.76,pi8,0.33,0.6570098292809105,0.6978789446456286,39.48,0.98,42.40234375,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.79,pi4,0.01,0.9870801033591732,0.9870801033591732,41.67,0.99,42.40234375,False
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.83,pi4,0.03,0.8837209302325582,0.8837209302325582,748.51,0.0,1656.89453125,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.83,pi5,0.01,0.8441558441558441,0.8051948051948052,1270.72,0.0,1656.89453125,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.83,pi6,0.05,0.8,0.8363636363636363,831.75,0.0,1656.89453125,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.83,pi7,0.02,0.8275862068965517,0.8620689655172413,1287.01,0.0,1656.89453125,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.83,pi8,0.48,0.37135771853688776,0.6924984500929944,789.5,0.0,1656.89453125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.82,pi1,0.03,0.85,0.85,748.51,0.0,1656.89453125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.82,pi5,0.09,0.7922077922077922,0.8051948051948052,1204.59,0.91,1656.89453125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.82,pi6,0.05,0.8363636363636363,0.8363636363636363,795.63,0.88,1656.89453125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.82,pi7,0.02,0.8620689655172413,0.8620689655172413,1347.32,0.79,1656.89453125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.82,pi8,0.37,0.5114693118412895,0.6924984500929944,795.78,0.91,1656.89453125,True
pi5,LogisticRegression(max_iter=100000),0.81,0.01,0.78,pi1,0.04,0.85,0.85,1270.72,0.0,1656.89453125,True
pi5,LogisticRegression(max_iter=100000),0.81,0.01,0.78,pi3,0.04,0.84375,0.84375,1724.56,0.0,1656.89453125,True
pi5,LogisticRegression(max_iter=100000),0.81,0.01,0.78,pi4,0.08,0.8837209302325582,0.8837209302325582,1204.59,0.97,1656.89453125,True
pi5,LogisticRegression(max_iter=100000),0.81,0.01,0.78,pi6,0.03,0.8363636363636363,0.8363636363636363,1155.95,0.91,1656.89453125,True
pi5,LogisticRegression(max_iter=100000),0.81,0.01,0.78,pi8,0.43,0.37135771853688776,0.6924984500929944,1169.62,0.87,1656.89453125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,2.08,pi1,0.01,0.85,0.85,831.75,0.0,1656.89453125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,2.08,pi3,0.01,0.84375,0.84375,1374.04,0.0,1656.89453125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,2.08,pi4,0.05,0.8837209302325582,0.8837209302325582,795.63,1.0,1656.89453125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,2.08,pi5,0.04,0.7922077922077922,0.8051948051948052,1155.95,0.91,1656.89453125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,2.08,pi7,0.03,0.8620689655172413,0.8620689655172413,1296.97,0.84,1656.89453125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,2.08,pi8,0.31,0.5306881587104774,0.6924984500929944,836.65,0.91,1656.89453125,True
pi7,LogisticRegression(max_iter=100000),0.86,0.01,0.7,pi1,0.01,0.85,0.85,1287.01,0.0,1656.89453125,True
pi7,LogisticRegression(max_iter=100000),0.86,0.01,0.7,pi4,0.02,0.8837209302325582,0.8837209302325582,1347.32,0.99,1656.89453125,True
pi7,LogisticRegression(max_iter=100000),0.86,0.01,0.7,pi6,0.03,0.8363636363636363,0.8363636363636363,1296.97,0.95,1656.89453125,True
pi7,LogisticRegression(max_iter=100000),0.86,0.01,0.7,pi8,0.35,0.513949163050217,0.6924984500929944,1553.36,0.95,1656.89453125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,20.52,pi1,0.23,0.4666666666666667,0.85,789.5,0.0,1656.89453125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,20.52,pi3,0.22,0.46875,0.84375,1479.45,0.0,1656.89453125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,20.52,pi4,0.18,0.5116279069767442,0.8837209302325582,795.78,0.97,1656.89453125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,20.52,pi5,0.2,0.4935064935064935,0.8051948051948052,1169.62,0.91,1656.89453125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,20.52,pi6,0.2,0.4909090909090909,0.8363636363636363,836.65,0.91,1656.89453125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,20.52,pi7,0.21,0.4827586206896552,0.8620689655172413,1553.36,0.87,1656.89453125,True
pi2,LogisticRegression(max_iter=100000),0.76,0.02,0.8,pi10,0.27,0.4920886075949367,0.685126582278481,929.47,0.0,1656.89453125,True
pi10,LogisticRegression(max_iter=100000),0.69,0.02,1.64,pi2,0.17,0.5147058823529411,0.7647058823529411,929.47,0.57,1656.89453125,True
pi3,LogisticRegression(max_iter=100000),0.84,0.02,0.83,pi5,0.05,0.7922077922077922,0.8051948051948052,1724.56,0.0,1656.89453125,True
pi3,LogisticRegression(max_iter=100000),0.84,0.02,0.83,pi6,0.01,0.8363636363636363,0.8363636363636363,1374.04,0.0,1656.89453125,True
pi3,LogisticRegression(max_iter=100000),0.84,0.02,0.83,pi8,0.33,0.5114693118412895,0.6924984500929944,1479.45,0.0,1656.89453125,True
