model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.05,2.82,pi3,0.0,0.9849974133471289,0.9849974133471289,54.42,1.0,52.970424107142854,False
pi1,LogisticRegression(max_iter=100000),0.98,0.05,2.82,pi6,0.0,0.9860320744956027,0.9860320744956027,43.4,0.0,52.970424107142854,False
pi1,LogisticRegression(max_iter=100000),0.98,0.05,2.82,pi8,0.32,0.6633919338159255,0.6918304033092038,38.44,0.0,52.970424107142854,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.21,pi1,0.0,0.9813568099430346,0.9813568099430346,54.42,0.98,52.970424107142854,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.21,pi4,0.0,0.9855371900826446,0.9855371900826446,46.6,0.0,52.970424107142854,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.21,pi5,0.0,0.9819027921406411,0.9819027921406411,45.68,0.0,52.970424107142854,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.21,pi6,0.0,0.9860320744956027,0.9860320744956027,41.38,0.0,52.970424107142854,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.21,pi7,0.0,0.9819027921406411,0.9819027921406411,33.02,0.0,52.970424107142854,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.21,pi8,0.32,0.6608066184074457,0.6918304033092038,39.41,0.0,52.970424107142854,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,8.61,pi1,0.0,0.9813568099430346,0.9813568099430346,43.4,0.0,52.970424107142854,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,8.61,pi3,0.0,0.9849974133471289,0.9849974133471289,41.38,0.0,52.970424107142854,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,8.61,pi7,0.0,0.9819027921406411,0.9819027921406411,48.58,0.99,52.970424107142854,False
