model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,2.74,pi3,0.01,0.9881075491209927,0.9881075491209927,41.32,0.99,47.782986111111114,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,2.74,pi4,0.01,0.9865563598759048,0.9865563598759048,44.45,0.0,47.782986111111114,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,2.74,pi6,0.01,0.9881075491209927,0.9881075491209927,47.69,0.0,47.782986111111114,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,2.74,pi7,0.0,0.983971044467425,0.983971044467425,34.47,0.0,47.782986111111114,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,2.74,pi8,0.33,0.6506211180124224,0.6832298136645962,33.67,0.0,47.782986111111114,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,3.21,pi1,0.01,0.9798449612403101,0.9798449612403101,41.32,0.99,47.782986111111114,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,3.21,pi5,0.01,0.977743271221532,0.977743271221532,47.27,0.0,47.782986111111114,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,3.21,pi7,0.0,0.983971044467425,0.983971044467425,35.73,0.0,47.782986111111114,False
pi4,LogisticRegression(max_iter=100000),0.99,0.09,3.25,pi1,0.01,0.9798449612403101,0.9798449612403101,44.45,0.0,47.782986111111114,False
pi4,LogisticRegression(max_iter=100000),0.99,0.09,3.25,pi5,0.01,0.977743271221532,0.977743271221532,38.01,0.98,47.782986111111114,False
pi4,LogisticRegression(max_iter=100000),0.99,0.09,3.25,pi7,0.0,0.983971044467425,0.983971044467425,42.69,0.98,47.782986111111114,False
pi4,LogisticRegression(max_iter=100000),0.99,0.09,3.25,pi8,0.34,0.6511387163561076,0.6832298136645962,43.57,0.98,47.782986111111114,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.0,pi1,0.01,0.9798449612403101,0.9798449612403101,47.69,0.0,47.782986111111114,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.0,pi8,0.45,0.5357142857142857,0.6832298136645962,38.83,0.99,47.782986111111114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.82,pi1,0.0,0.9798449612403101,0.9798449612403101,34.47,0.0,47.782986111111114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.82,pi3,0.0,0.9881075491209927,0.9881075491209927,35.73,0.0,47.782986111111114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.82,pi4,0.0,0.9865563598759048,0.9865563598759048,42.69,0.99,47.782986111111114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.82,pi5,0.01,0.977743271221532,0.977743271221532,43.76,0.98,47.782986111111114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.82,pi8,0.3,0.6806418219461697,0.6832298136645962,39.32,0.99,47.782986111111114,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.68,0.03,145.85,pi1,0.3,0.9798449612403101,0.9798449612403101,33.67,0.0,47.782986111111114,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.68,0.03,145.85,pi4,0.3,0.9865563598759048,0.9865563598759048,43.57,0.99,47.782986111111114,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.68,0.03,145.85,pi6,0.3,0.9881075491209927,0.9881075491209927,38.83,0.98,47.782986111111114,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.68,0.03,145.85,pi7,0.3,0.983971044467425,0.983971044467425,39.32,0.99,47.782986111111114,False
pi5,LogisticRegression(max_iter=100000),0.98,0.04,2.47,pi3,0.01,0.9881075491209927,0.9881075491209927,47.27,0.0,47.782986111111114,False
pi5,LogisticRegression(max_iter=100000),0.98,0.04,2.47,pi4,0.01,0.9865563598759048,0.9865563598759048,38.01,0.99,47.782986111111114,False
pi5,LogisticRegression(max_iter=100000),0.98,0.04,2.47,pi7,0.01,0.983971044467425,0.983971044467425,43.76,0.99,47.782986111111114,False
pi1,LogisticRegression(max_iter=100000),0.81,0.01,0.82,pi4,0.02,0.8297872340425532,0.8297872340425532,970.27,0.0,1895.6764322916667,True
pi1,LogisticRegression(max_iter=100000),0.81,0.01,0.82,pi5,0.01,0.7974683544303798,0.7974683544303798,1436.57,0.0,1895.6764322916667,True
pi1,LogisticRegression(max_iter=100000),0.81,0.01,0.82,pi6,0.05,0.8571428571428571,0.8333333333333334,654.95,0.0,1895.6764322916667,True
pi1,LogisticRegression(max_iter=100000),0.81,0.01,0.82,pi8,0.44,0.3719951923076923,0.6784855769230769,777.93,0.0,1895.6764322916667,True
pi4,LogisticRegression(max_iter=100000),0.83,0.01,0.77,pi1,0.02,0.8115942028985508,0.8115942028985508,970.27,0.0,1895.6764322916667,True
pi4,LogisticRegression(max_iter=100000),0.83,0.01,0.77,pi5,0.02,0.810126582278481,0.7974683544303798,1068.48,0.88,1895.6764322916667,True
pi4,LogisticRegression(max_iter=100000),0.83,0.01,0.77,pi6,0.03,0.8571428571428571,0.8333333333333334,1048.33,0.87,1895.6764322916667,True
pi4,LogisticRegression(max_iter=100000),0.83,0.01,0.77,pi8,0.46,0.3719951923076923,0.6784855769230769,1162.97,0.93,1895.6764322916667,True
pi5,LogisticRegression(max_iter=100000),0.8,0.01,0.74,pi1,0.01,0.8115942028985508,0.8115942028985508,1436.57,0.0,1895.6764322916667,True
pi5,LogisticRegression(max_iter=100000),0.8,0.01,0.74,pi4,0.03,0.8297872340425532,0.8297872340425532,1068.48,0.81,1895.6764322916667,True
pi5,LogisticRegression(max_iter=100000),0.8,0.01,0.74,pi6,0.04,0.8333333333333334,0.8333333333333334,899.81,0.91,1895.6764322916667,True
pi5,LogisticRegression(max_iter=100000),0.8,0.01,0.74,pi8,0.43,0.3719951923076923,0.6784855769230769,1142.79,0.83,1895.6764322916667,True
pi6,LogisticRegression(max_iter=100000),0.83,0.02,0.79,pi1,0.01,0.8260869565217391,0.8115942028985508,654.95,0.0,1895.6764322916667,True
pi6,LogisticRegression(max_iter=100000),0.83,0.02,0.79,pi4,0.0,0.8297872340425532,0.8297872340425532,1048.33,0.82,1895.6764322916667,True
pi6,LogisticRegression(max_iter=100000),0.83,0.02,0.79,pi5,0.04,0.7974683544303798,0.7974683544303798,899.81,0.95,1895.6764322916667,True
pi6,LogisticRegression(max_iter=100000),0.83,0.02,0.79,pi8,0.45,0.38822115384615385,0.6784855769230769,769.87,0.83,1895.6764322916667,True
pi8,LogisticRegression(max_iter=100000),0.68,0.06,29.38,pi1,0.21,0.463768115942029,0.8115942028985508,777.93,0.0,1895.6764322916667,True
pi8,LogisticRegression(max_iter=100000),0.68,0.06,29.38,pi4,0.19,0.48936170212765956,0.8297872340425532,1162.97,0.97,1895.6764322916667,True
pi8,LogisticRegression(max_iter=100000),0.68,0.06,29.38,pi5,0.21,0.46835443037974683,0.7974683544303798,1142.79,0.93,1895.6764322916667,True
pi8,LogisticRegression(max_iter=100000),0.68,0.06,29.38,pi6,0.2,0.47619047619047616,0.8333333333333334,769.87,0.89,1895.6764322916667,True
pi2,LogisticRegression(max_iter=100000),0.78,0.01,0.92,pi10,0.28,0.4991596638655462,0.7008403361344537,605.81,0.0,1895.6764322916667,True
pi10,LogisticRegression(max_iter=100000),0.7,0.03,1.5,pi2,0.19,0.5068493150684932,0.7808219178082192,605.81,0.54,1895.6764322916667,True
pi3,LogisticRegression(max_iter=100000),0.81,0.02,0.85,pi7,0.04,0.7735849056603774,0.8113207547169812,1892.76,0.0,1895.6764322916667,True
pi7,LogisticRegression(max_iter=100000),0.81,0.01,0.69,pi3,0.05,0.7619047619047619,0.8095238095238095,1892.76,0.0,1895.6764322916667,True
