model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.5,pi3,0.0,0.9844640082858622,0.9844640082858622,40.68,1.0,50.8548828125,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.5,pi6,0.0,0.9865494050698397,0.9865494050698397,36.54,0.0,50.8548828125,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.5,pi7,0.0,0.9818840579710145,0.9818840579710145,38.0,0.0,50.8548828125,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.5,pi8,0.32,0.6678756476683938,0.7067357512953368,38.24,0.0,50.8548828125,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.71,pi1,0.0,0.9829192546583851,0.9829192546583851,40.68,0.98,50.8548828125,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.71,pi4,0.0,0.9891416752843847,0.9891416752843847,47.83,0.0,50.8548828125,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.71,pi5,0.01,0.9782721158820487,0.9782721158820487,41.02,0.0,50.8548828125,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.71,pi6,0.0,0.9865494050698397,0.9865494050698397,52.11,0.0,50.8548828125,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.71,pi7,0.0,0.9818840579710145,0.9818840579710145,32.31,0.0,50.8548828125,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.71,pi8,0.34,0.6461139896373057,0.7067357512953368,38.24,0.0,50.8548828125,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,9.02,pi1,0.0,0.9829192546583851,0.9829192546583851,36.54,0.0,50.8548828125,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,9.02,pi3,0.0,0.9844640082858622,0.9844640082858622,52.11,0.0,50.8548828125,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,9.02,pi7,0.0,0.9818840579710145,0.9818840579710145,46.38,0.99,50.8548828125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.09,3.33,pi1,0.0,0.9829192546583851,0.9829192546583851,38.0,0.0,50.8548828125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.09,3.33,pi3,0.0,0.9844640082858622,0.9844640082858622,32.31,0.0,50.8548828125,False
