model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.13,pi3,0.0,0.9844800827728919,0.9844800827728919,37.04,1.0,40.983244243421055,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.13,pi6,0.01,0.9896533885152613,0.9896533885152613,34.81,0.0,40.983244243421055,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.13,pi7,0.0,0.9798136645962733,0.9798136645962733,36.48,0.0,40.983244243421055,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.13,pi8,0.31,0.6713178294573643,0.6997416020671835,32.79,0.0,40.983244243421055,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,6.39,pi1,0.0,0.9798449612403101,0.9798449612403101,37.04,0.98,40.983244243421055,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,6.39,pi4,0.0,0.9870600414078675,0.9870600414078675,35.57,0.0,40.983244243421055,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,6.39,pi5,0.0,0.983971044467425,0.983971044467425,38.42,0.0,40.983244243421055,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,6.39,pi7,0.0,0.9798136645962733,0.9798136645962733,32.3,0.0,40.983244243421055,False
pi6,LogisticRegression(max_iter=100000),0.99,0.09,9.91,pi1,0.01,0.9798449612403101,0.9798449612403101,34.81,0.0,40.983244243421055,False
pi6,LogisticRegression(max_iter=100000),0.99,0.09,9.91,pi8,0.43,0.5643410852713179,0.6997416020671835,32.3,0.99,40.983244243421055,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.34,pi1,0.0,0.9798449612403101,0.9798449612403101,36.48,0.0,40.983244243421055,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.34,pi3,0.0,0.9844800827728919,0.9844800827728919,32.3,0.0,40.983244243421055,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.34,pi4,0.01,0.9870600414078675,0.9870600414078675,36.08,0.98,40.983244243421055,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.34,pi5,0.0,0.983971044467425,0.983971044467425,38.76,0.97,40.983244243421055,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.34,pi8,0.3,0.6811369509043927,0.6997416020671835,42.15,0.98,40.983244243421055,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,132.08,pi1,0.28,0.9798449612403101,0.9798449612403101,32.79,0.0,40.983244243421055,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,132.08,pi6,0.29,0.9896533885152613,0.9896533885152613,32.3,0.99,40.983244243421055,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,132.08,pi7,0.28,0.9798136645962733,0.9798136645962733,42.15,1.0,40.983244243421055,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,4.09,pi3,0.0,0.9844800827728919,0.9844800827728919,35.57,0.0,40.983244243421055,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,4.09,pi5,0.0,0.983971044467425,0.983971044467425,33.8,0.98,40.983244243421055,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,4.09,pi7,0.01,0.9798136645962733,0.9798136645962733,36.08,1.0,40.983244243421055,False
pi5,LogisticRegression(max_iter=100000),0.98,0.09,3.58,pi3,0.0,0.9844800827728919,0.9844800827728919,38.42,0.0,40.983244243421055,False
pi5,LogisticRegression(max_iter=100000),0.98,0.09,3.58,pi4,0.0,0.9870600414078675,0.9870600414078675,33.8,1.0,40.983244243421055,False
pi5,LogisticRegression(max_iter=100000),0.98,0.09,3.58,pi7,0.0,0.9798136645962733,0.9798136645962733,38.76,1.0,40.983244243421055,False
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.89,pi3,0.03,0.8888888888888888,0.8888888888888888,996.83,0.99,1620.4891357421875,True
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.89,pi4,0.06,0.9130434782608695,0.9130434782608695,908.74,0.0,1620.4891357421875,True
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.89,pi5,0.08,0.7777777777777778,0.7777777777777778,1002.41,0.0,1620.4891357421875,True
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.89,pi6,0.09,0.9459459459459459,0.9459459459459459,994.25,0.0,1620.4891357421875,True
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.89,pi7,0.02,0.8309859154929577,0.8169014084507042,1613.19,0.0,1620.4891357421875,True
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.89,pi8,0.34,0.5104294478527608,0.7030674846625767,777.6,0.0,1620.4891357421875,True
pi3,LogisticRegression(max_iter=100000),0.89,0.02,1.33,pi1,0.03,0.855072463768116,0.855072463768116,996.83,0.96,1620.4891357421875,True
pi3,LogisticRegression(max_iter=100000),0.89,0.02,1.33,pi5,0.11,0.7777777777777778,0.7777777777777778,1265.05,0.0,1620.4891357421875,True
pi3,LogisticRegression(max_iter=100000),0.89,0.02,1.33,pi6,0.06,0.9459459459459459,0.9459459459459459,1191.86,0.0,1620.4891357421875,True
pi3,LogisticRegression(max_iter=100000),0.89,0.02,1.33,pi8,0.38,0.5104294478527608,0.7030674846625767,1611.4,0.0,1620.4891357421875,True
pi4,LogisticRegression(max_iter=100000),0.91,0.02,0.95,pi1,0.06,0.855072463768116,0.855072463768116,908.74,0.0,1620.4891357421875,True
pi4,LogisticRegression(max_iter=100000),0.91,0.02,0.95,pi6,0.03,0.9459459459459459,0.9459459459459459,1468.37,0.98,1620.4891357421875,True
pi4,LogisticRegression(max_iter=100000),0.91,0.02,0.95,pi7,0.08,0.8309859154929577,0.8169014084507042,1252.65,0.94,1620.4891357421875,True
pi4,LogisticRegression(max_iter=100000),0.91,0.02,0.95,pi8,0.4,0.5104294478527608,0.7030674846625767,980.11,0.86,1620.4891357421875,True
pi5,LogisticRegression(max_iter=100000),0.78,0.01,0.79,pi1,0.08,0.855072463768116,0.855072463768116,1002.41,0.0,1620.4891357421875,True
pi5,LogisticRegression(max_iter=100000),0.78,0.01,0.79,pi3,0.09,0.8703703703703703,0.8888888888888888,1265.05,0.0,1620.4891357421875,True
pi5,LogisticRegression(max_iter=100000),0.78,0.01,0.79,pi6,0.17,0.9459459459459459,0.9459459459459459,981.04,0.87,1620.4891357421875,True
pi5,LogisticRegression(max_iter=100000),0.78,0.01,0.79,pi7,0.04,0.8169014084507042,0.8169014084507042,1457.6,0.87,1620.4891357421875,True
pi5,LogisticRegression(max_iter=100000),0.78,0.01,0.79,pi8,0.42,0.3619631901840491,0.7030674846625767,1074.89,0.78,1620.4891357421875,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,1.69,pi1,0.09,0.855072463768116,0.855072463768116,994.25,0.0,1620.4891357421875,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,1.69,pi3,0.06,0.8888888888888888,0.8888888888888888,1191.86,0.0,1620.4891357421875,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,1.69,pi4,0.03,0.9130434782608695,0.9130434782608695,1468.37,0.88,1620.4891357421875,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,1.69,pi5,0.17,0.7777777777777778,0.7777777777777778,981.04,0.93,1620.4891357421875,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,1.69,pi7,0.11,0.8309859154929577,0.8169014084507042,1147.19,0.96,1620.4891357421875,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,1.69,pi8,0.44,0.5104294478527608,0.7030674846625767,981.0,0.86,1620.4891357421875,True
pi7,LogisticRegression(max_iter=100000),0.82,0.01,0.82,pi1,0.04,0.855072463768116,0.855072463768116,1613.19,0.0,1620.4891357421875,True
pi7,LogisticRegression(max_iter=100000),0.82,0.01,0.82,pi4,0.1,0.9130434782608695,0.9130434782608695,1252.65,0.89,1620.4891357421875,True
pi7,LogisticRegression(max_iter=100000),0.82,0.01,0.82,pi5,0.04,0.7777777777777778,0.7777777777777778,1457.6,0.93,1620.4891357421875,True
pi7,LogisticRegression(max_iter=100000),0.82,0.01,0.82,pi6,0.13,0.9459459459459459,0.9459459459459459,1147.19,0.89,1620.4891357421875,True
pi7,LogisticRegression(max_iter=100000),0.82,0.01,0.82,pi8,0.45,0.3619631901840491,0.7030674846625767,1270.18,0.86,1620.4891357421875,True
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.02,20.62,pi1,0.22,0.4782608695652174,0.855072463768116,777.6,0.0,1620.4891357421875,True
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.02,20.62,pi3,0.22,0.48148148148148145,0.8888888888888888,1611.4,0.0,1620.4891357421875,True
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.02,20.62,pi4,0.2,0.5,0.9130434782608695,980.11,0.94,1620.4891357421875,True
