model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,2.92,pi8,0.31,0.6678719008264463,0.6895661157024794,48.22,0.0,60.902901785714285,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,88.93,pi1,0.29,0.9819121447028424,0.9819121447028424,48.22,0.0,60.902901785714285,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,88.93,pi3,0.3,0.9860320744956027,0.9860320744956027,34.98,0.0,60.902901785714285,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,88.93,pi6,0.3,0.9906832298136646,0.9906832298136646,43.72,0.99,60.902901785714285,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,88.93,pi7,0.29,0.9813857290589452,0.9813857290589452,36.13,0.99,60.902901785714285,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.3,pi4,0.0,0.9875776397515528,0.9875776397515528,52.53,0.0,60.902901785714285,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.3,pi5,0.0,0.9813857290589452,0.9813857290589452,55.69,0.0,60.902901785714285,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.3,pi6,0.0,0.9906832298136646,0.9906832298136646,38.93,0.0,60.902901785714285,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.3,pi7,0.0,0.9813857290589452,0.9813857290589452,32.29,0.0,60.902901785714285,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.3,pi8,0.35,0.6410123966942148,0.6895661157024794,34.98,0.0,60.902901785714285,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,3.51,pi3,0.0,0.9860320744956027,0.9860320744956027,52.53,0.0,60.902901785714285,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,3.51,pi5,0.01,0.9813857290589452,0.9813857290589452,34.69,0.97,60.902901785714285,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,3.51,pi7,0.01,0.9813857290589452,0.9813857290589452,49.56,0.98,60.902901785714285,False
pi5,LogisticRegression(max_iter=100000),0.98,0.09,2.82,pi3,0.0,0.9860320744956027,0.9860320744956027,55.69,0.0,60.902901785714285,False
pi5,LogisticRegression(max_iter=100000),0.98,0.09,2.82,pi4,0.01,0.9875776397515528,0.9875776397515528,34.69,1.0,60.902901785714285,False
pi5,LogisticRegression(max_iter=100000),0.98,0.09,2.82,pi7,0.0,0.9813857290589452,0.9813857290589452,53.08,0.99,60.902901785714285,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,9.63,pi3,0.0,0.9860320744956027,0.9860320744956027,38.93,0.0,60.902901785714285,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,9.63,pi7,0.01,0.9813857290589452,0.9813857290589452,40.87,0.98,60.902901785714285,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,9.63,pi8,0.45,0.5418388429752066,0.6895661157024794,43.72,0.98,60.902901785714285,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.19,pi3,0.0,0.9860320744956027,0.9860320744956027,32.29,0.0,60.902901785714285,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.19,pi4,0.01,0.9875776397515528,0.9875776397515528,49.56,0.99,60.902901785714285,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.19,pi5,0.0,0.9813857290589452,0.9813857290589452,53.08,0.98,60.902901785714285,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.19,pi6,0.01,0.9906832298136646,0.9906832298136646,40.87,0.99,60.902901785714285,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.19,pi8,0.34,0.6430785123966942,0.6895661157024794,36.13,0.99,60.902901785714285,False
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.76,pi3,0.06,0.8541666666666666,0.8333333333333334,1399.52,0.99,2468.752068014706,True
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.76,pi4,0.02,0.8181818181818182,0.8181818181818182,1211.34,0.0,2468.752068014706,True
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.76,pi5,0.02,0.7761194029850746,0.8059701492537313,1980.8,0.0,2468.752068014706,True
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.76,pi6,0.11,0.90625,0.90625,970.58,0.0,2468.752068014706,True
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.76,pi8,0.42,0.3735803945008966,0.6933652121936641,1040.92,0.0,2468.752068014706,True
pi3,LogisticRegression(max_iter=100000),0.83,0.01,0.77,pi1,0.05,0.78125,0.796875,1399.52,0.98,2468.752068014706,True
