model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.05,3.19,pi3,0.0,0.9849663037843442,0.9849663037843442,40.75,0.99,38.920386904761905,False
pi1,LogisticRegression(max_iter=100000),0.98,0.05,3.19,pi7,0.0,0.9824016563146998,0.9824016563146998,35.49,0.0,38.920386904761905,False
pi1,LogisticRegression(max_iter=100000),0.98,0.05,3.19,pi8,0.31,0.6770186335403726,0.69824016563147,38.44,0.0,38.920386904761905,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.1,pi1,0.0,0.9849896480331263,0.9849896480331263,40.75,0.98,38.920386904761905,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.1,pi4,0.0,0.9880952380952381,0.9880952380952381,39.49,0.0,38.920386904761905,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.1,pi5,0.0,0.983445421624418,0.983445421624418,33.37,0.0,38.920386904761905,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.1,pi6,0.0,0.9875840662183135,0.9875840662183135,32.66,0.0,38.920386904761905,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.1,pi7,0.0,0.9824016563146998,0.9824016563146998,34.05,0.0,38.920386904761905,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.1,pi8,0.32,0.6645962732919255,0.69824016563147,33.35,0.0,38.920386904761905,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,3.22,pi1,0.0,0.9849896480331263,0.9849896480331263,35.49,0.0,38.920386904761905,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,3.22,pi3,0.0,0.9849663037843442,0.9849663037843442,34.05,0.0,38.920386904761905,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,3.22,pi5,0.0,0.983445421624418,0.983445421624418,36.0,0.97,38.920386904761905,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,3.22,pi6,0.01,0.9875840662183135,0.9875840662183135,36.68,0.99,38.920386904761905,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,3.22,pi8,0.33,0.650103519668737,0.69824016563147,32.93,0.97,38.920386904761905,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.02,168.26,pi1,0.29,0.9849896480331263,0.9849896480331263,38.44,0.0,38.920386904761905,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.02,168.26,pi3,0.29,0.9849663037843442,0.9849663037843442,33.35,0.0,38.920386904761905,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.02,168.26,pi5,0.29,0.983445421624418,0.983445421624418,33.98,0.98,38.920386904761905,False
