model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.58,pi6,0.01,0.9896587383660806,0.9896587383660806,39.18,0.0,42.881618923611114,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.58,pi7,0.0,0.9803414381789963,0.9803414381789963,39.87,0.0,42.881618923611114,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.58,pi8,0.32,0.6618407445708376,0.6985522233712513,35.61,0.0,42.881618923611114,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.71,pi1,0.01,0.984488107549121,0.984488107549121,39.18,0.0,42.881618923611114,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.71,pi3,0.01,0.984472049689441,0.984472049689441,42.02,0.0,42.881618923611114,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.71,pi4,0.0,0.9881013967925505,0.9881013967925505,36.57,0.98,42.881618923611114,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.71,pi5,0.0,0.9855147439213657,0.9855147439213657,41.29,0.97,42.881618923611114,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.71,pi7,0.01,0.9803414381789963,0.9803414381789963,32.1,0.98,42.881618923611114,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.71,pi8,0.43,0.5579110651499483,0.6985522233712513,38.44,0.97,42.881618923611114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.85,pi1,0.0,0.984488107549121,0.984488107549121,39.87,0.0,42.881618923611114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.85,pi3,0.0,0.984472049689441,0.984472049689441,40.47,0.0,42.881618923611114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.85,pi4,0.01,0.9881013967925505,0.9881013967925505,37.32,0.98,42.881618923611114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.85,pi5,0.01,0.9855147439213657,0.9855147439213657,41.31,0.97,42.881618923611114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.85,pi6,0.01,0.9896587383660806,0.9896587383660806,32.1,0.98,42.881618923611114,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.85,pi8,0.31,0.6680455015511892,0.6985522233712513,38.14,0.98,42.881618923611114,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,97.39,pi1,0.29,0.984488107549121,0.984488107549121,35.61,0.0,42.881618923611114,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,97.39,pi3,0.29,0.984472049689441,0.984472049689441,40.41,0.0,42.881618923611114,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,97.39,pi6,0.29,0.9896587383660806,0.9896587383660806,38.44,0.99,42.881618923611114,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,97.39,pi7,0.28,0.9803414381789963,0.9803414381789963,38.14,1.0,42.881618923611114,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.05,pi6,0.01,0.9896587383660806,0.9896587383660806,42.02,0.0,42.881618923611114,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.05,pi7,0.0,0.9803414381789963,0.9803414381789963,40.47,0.0,42.881618923611114,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.05,pi8,0.32,0.6597724922440538,0.6985522233712513,40.41,0.0,42.881618923611114,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.03,pi5,0.0,0.9855147439213657,0.9855147439213657,33.54,0.98,42.881618923611114,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.03,pi6,0.0,0.9896587383660806,0.9896587383660806,36.57,0.98,42.881618923611114,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.03,pi7,0.01,0.9803414381789963,0.9803414381789963,37.32,0.99,42.881618923611114,False
pi5,LogisticRegression(max_iter=100000),0.99,0.06,2.8,pi4,0.0,0.9881013967925505,0.9881013967925505,33.54,0.99,42.881618923611114,False
pi5,LogisticRegression(max_iter=100000),0.99,0.06,2.8,pi6,0.0,0.9896587383660806,0.9896587383660806,41.29,0.99,42.881618923611114,False
pi5,LogisticRegression(max_iter=100000),0.99,0.06,2.8,pi7,0.01,0.9803414381789963,0.9803414381789963,41.31,1.0,42.881618923611114,False
pi1,LogisticRegression(max_iter=100000),0.88,0.01,0.97,pi3,0.03,0.8490566037735849,0.8490566037735849,928.4,0.99,1902.0233289930557,True
pi1,LogisticRegression(max_iter=100000),0.88,0.01,0.97,pi4,0.08,0.8,0.8,1021.32,0.0,1902.0233289930557,True
pi1,LogisticRegression(max_iter=100000),0.88,0.01,0.97,pi6,0.07,0.9459459459459459,0.9459459459459459,892.92,0.0,1902.0233289930557,True
pi1,LogisticRegression(max_iter=100000),0.88,0.01,0.97,pi7,0.07,0.8088235294117647,0.8088235294117647,1644.55,0.0,1902.0233289930557,True
pi1,LogisticRegression(max_iter=100000),0.88,0.01,0.97,pi8,0.36,0.5149068322981366,0.6919254658385093,885.88,0.0,1902.0233289930557,True
pi3,LogisticRegression(max_iter=100000),0.85,0.01,0.81,pi1,0.03,0.8771929824561403,0.8771929824561403,928.4,0.95,1902.0233289930557,True
pi3,LogisticRegression(max_iter=100000),0.85,0.01,0.81,pi4,0.05,0.8,0.8,1311.75,0.0,1902.0233289930557,True
pi3,LogisticRegression(max_iter=100000),0.85,0.01,0.81,pi6,0.1,0.9459459459459459,0.9459459459459459,1198.54,0.0,1902.0233289930557,True
pi3,LogisticRegression(max_iter=100000),0.85,0.01,0.81,pi7,0.04,0.8088235294117647,0.8088235294117647,1473.07,0.0,1902.0233289930557,True
pi3,LogisticRegression(max_iter=100000),0.85,0.01,0.81,pi8,0.33,0.5149068322981366,0.6919254658385093,1162.84,0.0,1902.0233289930557,True
pi4,LogisticRegression(max_iter=100000),0.8,0.01,0.69,pi1,0.08,0.8771929824561403,0.8771929824561403,1021.32,0.0,1902.0233289930557,True
pi4,LogisticRegression(max_iter=100000),0.8,0.01,0.69,pi3,0.05,0.8490566037735849,0.8490566037735849,1311.75,0.0,1902.0233289930557,True
pi4,LogisticRegression(max_iter=100000),0.8,0.01,0.69,pi5,0.06,0.74,0.74,950.28,0.79,1902.0233289930557,True
pi4,LogisticRegression(max_iter=100000),0.8,0.01,0.69,pi6,0.15,0.9459459459459459,0.9459459459459459,1147.96,0.78,1902.0233289930557,True
pi4,LogisticRegression(max_iter=100000),0.8,0.01,0.69,pi7,0.01,0.8088235294117647,0.8088235294117647,1758.36,0.86,1902.0233289930557,True
pi4,LogisticRegression(max_iter=100000),0.8,0.01,0.69,pi8,0.29,0.5149068322981366,0.6919254658385093,780.44,0.73,1902.0233289930557,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,0.97,pi1,0.07,0.8771929824561403,0.8771929824561403,892.92,0.0,1902.0233289930557,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,0.97,pi3,0.1,0.8490566037735849,0.8490566037735849,1198.54,0.0,1902.0233289930557,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,0.97,pi4,0.15,0.8,0.8,1147.96,0.85,1902.0233289930557,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,0.97,pi5,0.21,0.74,0.74,1801.24,0.92,1902.0233289930557,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,0.97,pi7,0.14,0.8088235294117647,0.8088235294117647,1461.54,0.84,1902.0233289930557,True
pi6,LogisticRegression(max_iter=100000),0.95,0.02,0.97,pi8,0.58,0.3639751552795031,0.6919254658385093,1280.31,0.73,1902.0233289930557,True
pi7,LogisticRegression(max_iter=100000),0.81,0.01,0.69,pi1,0.07,0.8771929824561403,0.8771929824561403,1644.55,0.0,1902.0233289930557,True
pi7,LogisticRegression(max_iter=100000),0.81,0.01,0.69,pi3,0.04,0.8490566037735849,0.8490566037735849,1473.07,0.0,1902.0233289930557,True
pi7,LogisticRegression(max_iter=100000),0.81,0.01,0.69,pi4,0.01,0.8,0.8,1758.36,0.97,1902.0233289930557,True
pi7,LogisticRegression(max_iter=100000),0.81,0.01,0.69,pi6,0.14,0.9459459459459459,0.9459459459459459,1461.54,0.97,1902.0233289930557,True
pi7,LogisticRegression(max_iter=100000),0.81,0.01,0.69,pi8,0.45,0.362111801242236,0.6919254658385093,1527.02,0.92,1902.0233289930557,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,30.85,pi1,0.17,0.5263157894736842,0.8771929824561403,885.88,0.0,1902.0233289930557,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,30.85,pi3,0.24,0.4528301886792453,0.8490566037735849,1162.84,0.0,1902.0233289930557,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,30.85,pi4,0.27,0.425,0.8,780.44,0.95,1902.0233289930557,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,30.85,pi5,0.25,0.44,0.74,1457.52,0.92,1902.0233289930557,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,30.85,pi6,0.18,0.5135135135135135,0.9459459459459459,1280.31,0.88,1902.0233289930557,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,30.85,pi7,0.19,0.5,0.8088235294117647,1527.02,0.98,1902.0233289930557,True
pi2,LogisticRegression(max_iter=100000),0.8,0.01,0.75,pi10,0.28,0.5175292153589316,0.7078464106844741,889.22,0.0,1902.0233289930557,True
pi10,LogisticRegression(max_iter=100000),0.71,0.02,1.46,pi2,0.22,0.49230769230769234,0.8,889.22,0.53,1902.0233289930557,True
pi5,LogisticRegression(max_iter=100000),0.74,0.01,0.8,pi4,0.04,0.775,0.8,950.28,0.89,1902.0233289930557,True
pi5,LogisticRegression(max_iter=100000),0.74,0.01,0.8,pi6,0.15,0.8918918918918919,0.9459459459459459,1801.24,0.9,1902.0233289930557,True
pi5,LogisticRegression(max_iter=100000),0.74,0.01,0.8,pi8,0.38,0.36149068322981365,0.6919254658385093,1457.52,0.84,1902.0233289930557,True
