model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.05,2.9,pi3,0.0,0.9829280910501811,0.9829280910501811,45.6,1.0,47.49813988095238,False
pi1,LogisticRegression(max_iter=100000),0.98,0.05,2.9,pi4,0.01,0.9870533402382186,0.9870533402382186,35.79,0.0,47.49813988095238,False
pi1,LogisticRegression(max_iter=100000),0.98,0.05,2.9,pi6,0.01,0.9891472868217054,0.9891472868217054,36.9,0.0,47.49813988095238,False
pi1,LogisticRegression(max_iter=100000),0.98,0.05,2.9,pi7,0.0,0.981404958677686,0.981404958677686,47.5,0.0,47.49813988095238,False
pi1,LogisticRegression(max_iter=100000),0.98,0.05,2.9,pi8,0.32,0.6561367167270844,0.6923873640600725,37.4,0.0,47.49813988095238,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.51,pi1,0.0,0.9793067770305225,0.9793067770305225,45.6,0.97,47.49813988095238,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.51,pi4,0.0,0.9870533402382186,0.9870533402382186,35.1,0.0,47.49813988095238,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.51,pi5,0.0,0.9829369183040331,0.9829369183040331,47.74,0.0,47.49813988095238,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.51,pi7,0.0,0.981404958677686,0.981404958677686,35.28,0.0,47.49813988095238,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.51,pi8,0.33,0.6576903158984981,0.6923873640600725,35.22,0.0,47.49813988095238,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,3.37,pi1,0.01,0.9793067770305225,0.9793067770305225,35.79,0.0,47.49813988095238,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,3.37,pi3,0.0,0.9829280910501811,0.9829280910501811,35.1,0.0,47.49813988095238,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,3.37,pi6,0.0,0.9891472868217054,0.9891472868217054,37.54,0.98,47.49813988095238,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,3.37,pi7,0.01,0.981404958677686,0.981404958677686,41.24,0.99,47.49813988095238,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,3.37,pi8,0.32,0.6696012428793371,0.6923873640600725,31.83,0.98,47.49813988095238,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,8.52,pi1,0.01,0.9793067770305225,0.9793067770305225,36.9,0.0,47.49813988095238,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,8.52,pi4,0.0,0.9870533402382186,0.9870533402382186,37.54,0.99,47.49813988095238,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,8.52,pi8,0.43,0.5561885033661316,0.6923873640600725,37.18,0.99,47.49813988095238,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.96,pi1,0.0,0.9793067770305225,0.9793067770305225,47.5,0.0,47.49813988095238,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.96,pi3,0.0,0.9829280910501811,0.9829280910501811,35.28,0.0,47.49813988095238,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.96,pi4,0.01,0.9870533402382186,0.9870533402382186,41.24,0.99,47.49813988095238,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.96,pi8,0.31,0.6747799067840498,0.6923873640600725,41.7,0.99,47.49813988095238,False
pi8,LogisticRegression(max_iter=100000),0.69,0.08,114.01,pi1,0.29,0.9793067770305225,0.9793067770305225,37.4,0.0,47.49813988095238,False
pi8,LogisticRegression(max_iter=100000),0.69,0.08,114.01,pi3,0.29,0.9829280910501811,0.9829280910501811,35.22,0.0,47.49813988095238,False
pi8,LogisticRegression(max_iter=100000),0.69,0.08,114.01,pi4,0.29,0.9870533402382186,0.9870533402382186,31.83,1.0,47.49813988095238,False
pi8,LogisticRegression(max_iter=100000),0.69,0.08,114.01,pi6,0.3,0.9891472868217054,0.9891472868217054,37.18,0.99,47.49813988095238,False
pi8,LogisticRegression(max_iter=100000),0.69,0.08,114.01,pi7,0.29,0.981404958677686,0.981404958677686,41.7,0.99,47.49813988095238,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,3.35,pi3,0.0,0.9829280910501811,0.9829280910501811,47.74,0.0,47.49813988095238,False
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.74,pi3,0.04,0.8103448275862069,0.8103448275862069,1790.53,0.99,1927.6732855902778,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.74,pi4,0.02,0.8666666666666667,0.8888888888888888,1063.99,0.0,1927.6732855902778,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.74,pi6,0.07,0.9210526315789473,0.9210526315789473,944.7,0.0,1927.6732855902778,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.74,pi7,0.03,0.8253968253968254,0.8253968253968254,1539.83,0.0,1927.6732855902778,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.74,pi8,0.34,0.509573810994441,0.692402717726992,638.08,0.0,1927.6732855902778,True
pi3,LogisticRegression(max_iter=100000),0.81,0.01,0.87,pi1,0.04,0.8513513513513513,0.8513513513513513,1790.53,0.98,1927.6732855902778,True
pi3,LogisticRegression(max_iter=100000),0.81,0.01,0.87,pi4,0.06,0.8666666666666667,0.8888888888888888,1941.24,0.0,1927.6732855902778,True
pi3,LogisticRegression(max_iter=100000),0.81,0.01,0.87,pi5,0.05,0.7586206896551724,0.7586206896551724,1372.48,0.0,1927.6732855902778,True
pi3,LogisticRegression(max_iter=100000),0.81,0.01,0.87,pi6,0.11,0.9210526315789473,0.9210526315789473,1612.17,0.0,1927.6732855902778,True
pi3,LogisticRegression(max_iter=100000),0.81,0.01,0.87,pi7,0.02,0.8253968253968254,0.8253968253968254,1643.49,0.0,1927.6732855902778,True
pi4,LogisticRegression(max_iter=100000),0.89,0.01,0.89,pi1,0.11,0.7837837837837838,0.8513513513513513,1063.99,0.0,1927.6732855902778,True
pi4,LogisticRegression(max_iter=100000),0.89,0.01,0.89,pi3,0.1,0.7931034482758621,0.8103448275862069,1941.24,0.0,1927.6732855902778,True
pi4,LogisticRegression(max_iter=100000),0.89,0.01,0.89,pi6,0.05,0.8421052631578947,0.9210526315789473,1295.11,0.76,1927.6732855902778,True
pi4,LogisticRegression(max_iter=100000),0.89,0.01,0.89,pi7,0.1,0.7936507936507936,0.8253968253968254,1236.49,0.78,1927.6732855902778,True
pi4,LogisticRegression(max_iter=100000),0.89,0.01,0.89,pi8,0.51,0.3786287831995059,0.692402717726992,964.28,0.79,1927.6732855902778,True
pi6,LogisticRegression(max_iter=100000),0.92,0.03,1.57,pi1,0.07,0.8513513513513513,0.8513513513513513,944.7,0.0,1927.6732855902778,True
pi6,LogisticRegression(max_iter=100000),0.92,0.03,1.57,pi3,0.11,0.8103448275862069,0.8103448275862069,1612.17,0.0,1927.6732855902778,True
pi6,LogisticRegression(max_iter=100000),0.92,0.03,1.57,pi4,0.05,0.8666666666666667,0.8888888888888888,1295.11,0.93,1927.6732855902778,True
pi6,LogisticRegression(max_iter=100000),0.92,0.03,1.57,pi8,0.54,0.3786287831995059,0.692402717726992,921.64,0.89,1927.6732855902778,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.76,pi1,0.03,0.8513513513513513,0.8513513513513513,1539.83,0.0,1927.6732855902778,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.76,pi3,0.02,0.8103448275862069,0.8103448275862069,1643.49,0.0,1927.6732855902778,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.76,pi4,0.04,0.8666666666666667,0.8888888888888888,1236.49,1.0,1927.6732855902778,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.76,pi8,0.37,0.458307597282273,0.692402717726992,1659.51,0.92,1927.6732855902778,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,19.51,pi1,0.21,0.4864864864864865,0.8513513513513513,638.08,0.0,1927.6732855902778,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,19.51,pi4,0.18,0.5111111111111111,0.8888888888888888,964.28,0.94,1927.6732855902778,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,19.51,pi6,0.22,0.47368421052631576,0.9210526315789473,921.64,0.87,1927.6732855902778,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,19.51,pi7,0.22,0.47619047619047616,0.8253968253968254,1659.51,0.86,1927.6732855902778,True
pi2,LogisticRegression(max_iter=100000),0.86,0.01,0.81,pi10,0.3,0.5565529622980251,0.6678635547576302,676.42,0.0,1927.6732855902778,True
pi10,LogisticRegression(max_iter=100000),0.67,0.02,1.5,pi2,0.16,0.5072463768115942,0.855072463768116,676.42,0.53,1927.6732855902778,True
pi5,LogisticRegression(max_iter=100000),0.76,0.01,0.71,pi3,0.05,0.8103448275862069,0.8103448275862069,1372.48,0.0,1927.6732855902778,True
