model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,2.87,pi3,0.0,0.9886246122026887,0.9886246122026887,33.63,1.0,48.34220805921053,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,2.87,pi5,0.0,0.9803516028955532,0.9803516028955532,40.85,0.0,48.34220805921053,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,2.87,pi7,0.0,0.9798136645962733,0.9798136645962733,34.39,0.0,48.34220805921053,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,2.87,pi8,0.32,0.6594202898550725,0.6987577639751553,42.72,0.0,48.34220805921053,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.16,pi1,0.0,0.9839793281653747,0.9839793281653747,33.63,0.99,48.34220805921053,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.16,pi5,0.01,0.9803516028955532,0.9803516028955532,36.53,0.0,48.34220805921053,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.16,pi7,0.01,0.9798136645962733,0.9798136645962733,32.43,0.0,48.34220805921053,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.16,pi8,0.33,0.6599378881987578,0.6987577639751553,37.38,0.0,48.34220805921053,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.75,pi1,0.0,0.9839793281653747,0.9839793281653747,40.85,0.0,48.34220805921053,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.75,pi3,0.01,0.9886246122026887,0.9886246122026887,36.53,0.0,48.34220805921053,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.75,pi4,0.01,0.9860103626943005,0.9860103626943005,38.97,1.0,48.34220805921053,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.75,pi7,0.0,0.9798136645962733,0.9798136645962733,34.8,0.99,48.34220805921053,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.75,pi8,0.33,0.6526915113871635,0.6987577639751553,44.83,0.99,48.34220805921053,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.9,pi1,0.0,0.9839793281653747,0.9839793281653747,34.39,0.0,48.34220805921053,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.9,pi3,0.01,0.9886246122026887,0.9886246122026887,32.43,0.0,48.34220805921053,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.9,pi4,0.01,0.9860103626943005,0.9860103626943005,48.66,1.0,48.34220805921053,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.9,pi5,0.0,0.9803516028955532,0.9803516028955532,34.8,0.98,48.34220805921053,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.9,pi8,0.32,0.6599378881987578,0.6987577639751553,38.9,0.98,48.34220805921053,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,87.59,pi1,0.29,0.9839793281653747,0.9839793281653747,42.72,0.0,48.34220805921053,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,87.59,pi3,0.29,0.9886246122026887,0.9886246122026887,37.38,0.0,48.34220805921053,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,87.59,pi5,0.28,0.9803516028955532,0.9803516028955532,44.83,0.98,48.34220805921053,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,87.59,pi7,0.28,0.9798136645962733,0.9798136645962733,38.9,0.99,48.34220805921053,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,4.15,pi5,0.01,0.9803516028955532,0.9803516028955532,38.97,0.97,48.34220805921053,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,4.15,pi7,0.01,0.9798136645962733,0.9798136645962733,48.66,0.97,48.34220805921053,False
pi1,LogisticRegression(max_iter=100000),0.76,0.01,0.74,pi3,0.09,0.85,0.875,1112.07,0.99,1829.05546875,True
