,humidity,temperature,experiment,pi
0,-0.595783452286396,0.6314250911670652,1,pi2
1,-0.595783452286396,0.6314250911670652,1,pi2
2,-0.595783452286396,0.6314250911670652,1,pi2
3,-0.595783452286396,0.6314250911670652,1,pi2
4,-0.5055114466585887,0.6314250911670652,1,pi2
5,-0.5055114466585887,0.6314250911670652,1,pi2
6,-0.5055114466585887,0.4792074295356027,1,pi2
7,-0.41523944103078153,0.4792074295356027,1,pi2
8,-0.41523944103078153,0.4792074295356027,1,pi2
9,-0.32496743540297435,0.3269897679041401,1,pi2
10,-0.32496743540297435,0.3269897679041401,1,pi2
11,-0.32496743540297435,0.3269897679041401,1,pi2
12,-0.23469542977516714,0.3269897679041401,1,pi2
13,-0.23469542977516714,0.3269897679041401,1,pi2
14,-0.23469542977516714,0.3269897679041401,1,pi2
15,-0.23469542977516714,0.3269897679041401,1,pi2
16,-0.23469542977516714,0.3269897679041401,1,pi2
17,-0.23469542977516714,0.3269897679041401,1,pi2
18,-0.23469542977516714,0.3269897679041401,1,pi2
19,-0.14442342414735995,0.3269897679041401,1,pi2
20,-0.14442342414735995,0.3269897679041401,1,pi2
21,-0.23469542977516714,0.17477210627267747,1,pi2
22,-0.23469542977516714,0.17477210627267747,1,pi2
23,-0.23469542977516714,0.17477210627267747,1,pi2
24,-0.14442342414735995,0.17477210627267747,1,pi2
25,-0.14442342414735995,0.17477210627267747,1,pi2
26,-0.14442342414735995,0.17477210627267747,1,pi2
27,-0.14442342414735995,0.17477210627267747,1,pi2
28,-0.14442342414735995,0.17477210627267747,1,pi2
29,-0.14442342414735995,0.17477210627267747,1,pi2
30,-0.054151418519552734,0.17477210627267747,1,pi2
31,-0.054151418519552734,0.17477210627267747,1,pi2
32,-0.054151418519552734,0.17477210627267747,1,pi2
33,-0.054151418519552734,0.17477210627267747,1,pi2
34,-0.054151418519552734,0.022554444641214876,1,pi2
35,-0.054151418519552734,0.022554444641214876,1,pi2
36,-0.054151418519552734,0.022554444641214876,1,pi2
37,-0.054151418519552734,0.022554444641214876,1,pi2
38,0.03612058710825447,0.022554444641214876,1,pi2
39,0.03612058710825447,0.022554444641214876,1,pi2
40,0.03612058710825447,0.022554444641214876,1,pi2
41,0.03612058710825447,0.022554444641214876,1,pi2
42,0.03612058710825447,0.022554444641214876,1,pi2
43,0.03612058710825447,0.022554444641214876,1,pi2
44,0.03612058710825447,0.022554444641214876,1,pi2
45,0.03612058710825447,0.022554444641214876,1,pi2
46,0.12639259273606168,0.022554444641214876,1,pi2
47,0.12639259273606168,0.022554444641214876,1,pi2
48,0.03612058710825447,-0.12966321699024771,1,pi2
49,0.12639259273606168,0.022554444641214876,1,pi2
50,0.03612058710825447,-0.12966321699024771,1,pi2
51,0.12639259273606168,-0.12966321699024771,1,pi2
52,0.12639259273606168,-0.12966321699024771,1,pi2
53,0.12639259273606168,-0.12966321699024771,1,pi2
54,0.12639259273606168,-0.12966321699024771,1,pi2
55,0.12639259273606168,-0.12966321699024771,1,pi2
56,0.12639259273606168,-0.12966321699024771,1,pi2
57,0.12639259273606168,-0.12966321699024771,1,pi2
58,0.12639259273606168,-0.12966321699024771,1,pi2
59,0.12639259273606168,-0.12966321699024771,1,pi2
60,0.12639259273606168,-0.12966321699024771,1,pi2
61,0.12639259273606168,-0.12966321699024771,1,pi2
62,0.12639259273606168,-0.12966321699024771,1,pi2
63,0.12639259273606168,-0.12966321699024771,1,pi2
64,0.12639259273606168,-0.12966321699024771,1,pi2
65,0.12639259273606168,-0.12966321699024771,1,pi2
66,0.12639259273606168,-0.12966321699024771,1,pi2
67,0.12639259273606168,-0.12966321699024771,1,pi2
68,0.12639259273606168,-0.12966321699024771,1,pi2
69,0.12639259273606168,-0.12966321699024771,1,pi2
70,0.12639259273606168,-0.12966321699024771,1,pi2
71,0.2166645983638689,-0.12966321699024771,1,pi2
72,0.2166645983638689,-0.12966321699024771,1,pi2
73,0.2166645983638689,-0.12966321699024771,1,pi2
74,0.2166645983638689,-0.12966321699024771,1,pi2
75,0.2166645983638689,-0.12966321699024771,1,pi2
76,0.2166645983638689,-0.12966321699024771,1,pi2
77,0.2166645983638689,-0.12966321699024771,1,pi2
78,0.2166645983638689,-0.12966321699024771,1,pi2
79,0.2166645983638689,-0.12966321699024771,1,pi2
80,0.2166645983638689,-0.12966321699024771,1,pi2
81,0.2166645983638689,-0.12966321699024771,1,pi2
82,0.2166645983638689,-0.12966321699024771,1,pi2
83,0.2166645983638689,-0.12966321699024771,1,pi2
84,0.12639259273606168,-0.12966321699024771,1,pi2
85,0.12639259273606168,-0.12966321699024771,1,pi2
86,0.12639259273606168,-0.12966321699024771,1,pi2
87,0.12639259273606168,-0.12966321699024771,1,pi2
88,0.12639259273606168,-0.12966321699024771,1,pi2
89,0.12639259273606168,-0.12966321699024771,1,pi2
90,0.12639259273606168,-0.12966321699024771,1,pi2
91,0.12639259273606168,-0.12966321699024771,1,pi2
92,0.12639259273606168,-0.12966321699024771,1,pi2
93,0.12639259273606168,-0.12966321699024771,1,pi2
94,0.12639259273606168,-0.12966321699024771,1,pi2
95,0.12639259273606168,-0.12966321699024771,1,pi2
96,0.12639259273606168,-0.12966321699024771,1,pi2
97,0.2166645983638689,0.022554444641214876,1,pi2
98,0.12639259273606168,0.022554444641214876,1,pi2
99,0.12639259273606168,0.022554444641214876,1,pi2
100,0.03612058710825447,0.022554444641214876,1,pi2
101,0.03612058710825447,0.022554444641214876,1,pi2
102,0.03612058710825447,0.022554444641214876,1,pi2
103,0.03612058710825447,0.022554444641214876,1,pi2
104,0.03612058710825447,0.022554444641214876,1,pi2
105,0.03612058710825447,0.022554444641214876,1,pi2
106,0.03612058710825447,0.022554444641214876,1,pi2
107,0.03612058710825447,0.022554444641214876,1,pi2
108,0.03612058710825447,0.022554444641214876,1,pi2
109,0.03612058710825447,0.022554444641214876,1,pi2
110,0.03612058710825447,0.022554444641214876,1,pi2
111,0.03612058710825447,0.022554444641214876,1,pi2
112,0.03612058710825447,0.022554444641214876,1,pi2
113,0.03612058710825447,0.022554444641214876,1,pi2
114,0.03612058710825447,0.022554444641214876,1,pi2
115,0.03612058710825447,0.022554444641214876,1,pi2
116,0.03612058710825447,0.022554444641214876,1,pi2
117,0.03612058710825447,0.022554444641214876,1,pi2
118,0.03612058710825447,0.022554444641214876,1,pi2
119,0.03612058710825447,0.022554444641214876,1,pi2
120,0.03612058710825447,0.022554444641214876,1,pi2
121,0.03612058710825447,0.022554444641214876,1,pi2
122,0.03612058710825447,0.022554444641214876,1,pi2
123,-0.054151418519552734,0.022554444641214876,1,pi2
124,-0.054151418519552734,0.022554444641214876,1,pi2
125,-0.054151418519552734,0.17477210627267747,1,pi2
126,-0.054151418519552734,0.17477210627267747,1,pi2
127,-0.054151418519552734,0.17477210627267747,1,pi2
128,-0.14442342414735995,0.17477210627267747,1,pi2
129,-0.14442342414735995,0.17477210627267747,1,pi2
130,-0.14442342414735995,0.3269897679041401,1,pi2
131,-0.14442342414735995,0.3269897679041401,1,pi2
132,-0.23469542977516714,0.3269897679041401,1,pi2
133,-0.23469542977516714,0.3269897679041401,1,pi2
134,-0.32496743540297435,0.3269897679041401,1,pi2
135,-0.32496743540297435,0.3269897679041401,1,pi2
136,-0.32496743540297435,0.4792074295356027,1,pi2
137,-0.32496743540297435,0.4792074295356027,1,pi2
138,-0.32496743540297435,0.4792074295356027,1,pi2
139,-0.41523944103078153,0.4792074295356027,1,pi2
140,-0.41523944103078153,0.4792074295356027,1,pi2
141,-0.41523944103078153,0.4792074295356027,1,pi2
142,-0.5055114466585887,0.4792074295356027,1,pi2
143,-0.5055114466585887,0.6314250911670652,1,pi2
144,-0.595783452286396,0.6314250911670652,1,pi2
145,-0.595783452286396,0.6314250911670652,1,pi2
146,-0.595783452286396,0.6314250911670652,1,pi2
147,-0.595783452286396,0.6314250911670652,1,pi2
148,-0.595783452286396,0.6314250911670652,1,pi2
149,-0.595783452286396,0.6314250911670652,1,pi2
150,-0.595783452286396,0.6314250911670652,1,pi2
151,-0.595783452286396,0.6314250911670652,1,pi2
152,-0.595783452286396,0.6314250911670652,1,pi2
153,-0.595783452286396,0.6314250911670652,1,pi2
154,-0.595783452286396,0.6314250911670652,1,pi2
155,-0.595783452286396,0.6314250911670652,1,pi2
156,-0.6860554579142032,0.6314250911670652,1,pi2
157,-0.6860554579142032,0.6314250911670652,1,pi2
158,-0.6860554579142032,0.6314250911670652,1,pi2
159,-0.6860554579142032,0.6314250911670652,1,pi2
160,-0.595783452286396,0.7836427527985279,1,pi2
161,-0.6860554579142032,0.7836427527985279,1,pi2
162,-0.6860554579142032,0.7836427527985279,1,pi2
163,-0.6860554579142032,0.7836427527985279,1,pi2
164,-0.6860554579142032,0.7836427527985279,1,pi2
165,-0.7763274635420104,0.7836427527985279,1,pi2
166,-0.7763274635420104,0.7836427527985279,1,pi2
167,-0.7763274635420104,0.7836427527985279,1,pi2
168,-0.7763274635420104,0.7836427527985279,1,pi2
169,-0.7763274635420104,0.7836427527985279,1,pi2
170,-0.7763274635420104,0.7836427527985279,1,pi2
171,-0.7763274635420104,0.7836427527985279,1,pi2
172,-0.7763274635420104,0.7836427527985279,1,pi2
173,-0.7763274635420104,0.7836427527985279,1,pi2
174,-0.7763274635420104,0.7836427527985279,1,pi2
175,-0.6860554579142032,0.7836427527985279,1,pi2
176,-0.6860554579142032,0.7836427527985279,1,pi2
177,-0.7763274635420104,0.6314250911670652,1,pi2
178,-0.7763274635420104,0.6314250911670652,1,pi2
179,-0.6860554579142032,0.6314250911670652,1,pi2
180,-0.6860554579142032,0.6314250911670652,1,pi2
181,-0.6860554579142032,0.6314250911670652,1,pi2
182,-0.595783452286396,0.6314250911670652,1,pi2
183,-0.595783452286396,0.6314250911670652,1,pi2
184,-0.595783452286396,0.6314250911670652,1,pi2
185,-0.595783452286396,0.6314250911670652,1,pi2
186,-0.595783452286396,0.6314250911670652,1,pi2
187,-0.595783452286396,0.6314250911670652,1,pi2
188,-0.595783452286396,0.6314250911670652,1,pi2
189,-0.6860554579142032,0.6314250911670652,1,pi2
190,-0.6860554579142032,0.6314250911670652,1,pi2
191,-0.6860554579142032,0.6314250911670652,1,pi2
192,-0.6860554579142032,0.6314250911670652,1,pi2
193,-0.595783452286396,0.7836427527985279,1,pi2
194,-0.6860554579142032,0.7836427527985279,1,pi2
195,-0.6860554579142032,0.7836427527985279,1,pi2
196,-0.7763274635420104,0.7836427527985279,1,pi2
197,-0.7763274635420104,0.7836427527985279,1,pi2
