model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.13,3.98,pi4,0.1,0.8889072235240875,0.957168500773013,0.16,0.55,rbf,1,False,0.16353832185268402
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.13,4.86,pi2,0.02,0.9376482791988472,0.9904552215249678,0.16,0.85,rbf,1,False,0.16353832185268402
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,1.96,29.73,pi4,0.07,0.915839455252885,0.9136990776794621,0.16,0.55,linear,1,False,0.16353832185268402
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.91,0.05,36.65,pi2,0.06,0.9783214776431315,0.9881399689977881,0.16,0.85,linear,1,False,0.16353832185268402
pi2,"SVR(C=10, epsilon=5)",0.34,0.02,2.96,pi4,0.53,-0.19050185831215916,0.5606653300933591,0.21,0.48,rbf,2,False,0.22680747509002686
pi4,"SVR(C=10, epsilon=1)",0.56,0.07,3.18,pi2,0.77,-0.20884975475220569,0.3428924717540899,0.21,0.72,rbf,2,False,0.22680747509002686
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.21,0.02,5.58,pi4,0.67,-0.462258138615224,0.12081036654477428,0.21,0.48,linear,2,False,0.22680747509002686
pi4,"SVR(C=0.1, epsilon=5, kernel='linear')",0.12,0.03,4.0,pi2,0.05,0.17000443920664,0.20893657146288624,0.21,0.72,linear,2,False,0.22680747509002686
pi2,SVR(),0.94,0.06,1.24,pi4,2.35,-1.4061177689820186,0.9887269267626679,0.31,0.38,rbf,3,False,0.3036024272441864
pi4,SVR(C=10),0.99,0.04,1.3,pi2,0.75,0.23857746057954032,0.9444126619611167,0.31,0.44,rbf,3,False,0.3036024272441864
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.3,pi4,0.01,0.9390000095282576,0.9866725122614558,0.31,0.38,linear,3,False,0.3036024272441864
pi4,SVR(kernel='linear'),0.99,0.04,2.77,pi2,0.07,0.9166711882181972,0.9441981496392143,0.31,0.44,linear,3,False,0.3036024272441864
