model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.11,pi3,0.0,0.983971044467425,0.983971044467425,35.7,0.99,44.65341796875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.11,pi6,0.0,0.9870867768595041,0.9870867768595041,36.25,0.0,44.65341796875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.11,pi7,0.0,0.9849896480331263,0.9849896480331263,38.12,0.0,44.65341796875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.11,pi8,0.33,0.6546018614270941,0.6938986556359876,40.96,0.0,44.65341796875,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,2.97,pi1,0.0,0.9824016563146998,0.9824016563146998,35.7,0.98,44.65341796875,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,2.97,pi6,0.0,0.9870867768595041,0.9870867768595041,42.06,0.0,44.65341796875,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,2.97,pi7,0.0,0.9849896480331263,0.9849896480331263,33.02,0.0,44.65341796875,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,2.97,pi8,0.36,0.6230610134436402,0.6938986556359876,34.24,0.0,44.65341796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,6.17,pi1,0.0,0.9824016563146998,0.9824016563146998,36.25,0.0,44.65341796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,6.17,pi3,0.0,0.983971044467425,0.983971044467425,42.06,0.0,44.65341796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,6.17,pi5,0.01,0.9803617571059432,0.9803617571059432,45.12,0.98,44.65341796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,6.17,pi7,0.0,0.9849896480331263,0.9849896480331263,43.18,0.99,44.65341796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.14,pi1,0.0,0.9824016563146998,0.9824016563146998,38.12,0.0,44.65341796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.14,pi3,0.0,0.983971044467425,0.983971044467425,33.02,0.0,44.65341796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.14,pi4,0.0,0.9834625322997416,0.9834625322997416,45.75,1.0,44.65341796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.14,pi5,0.0,0.9803617571059432,0.9803617571059432,43.0,0.98,44.65341796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.14,pi6,0.0,0.9870867768595041,0.9870867768595041,43.18,0.99,44.65341796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.14,pi8,0.32,0.6664943123061013,0.6938986556359876,34.44,0.99,44.65341796875,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,90.19,pi1,0.29,0.9824016563146998,0.9824016563146998,40.96,0.0,44.65341796875,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,90.19,pi3,0.29,0.983971044467425,0.983971044467425,34.24,0.0,44.65341796875,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,90.19,pi7,0.29,0.9849896480331263,0.9849896480331263,34.44,0.99,44.65341796875,False
pi4,LogisticRegression(max_iter=100000),0.98,0.07,3.19,pi5,0.0,0.9803617571059432,0.9803617571059432,37.7,0.98,44.65341796875,False
pi4,LogisticRegression(max_iter=100000),0.98,0.07,3.19,pi7,0.0,0.9849896480331263,0.9849896480331263,45.75,0.98,44.65341796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.41,pi4,0.0,0.9834625322997416,0.9834625322997416,37.7,0.99,44.65341796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.41,pi6,0.01,0.9870867768595041,0.9870867768595041,45.12,0.98,44.65341796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.41,pi7,0.0,0.9849896480331263,0.9849896480331263,43.0,0.99,44.65341796875,False
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.76,pi3,0.0,0.8596491228070176,0.8596491228070176,1386.01,0.98,1875.2478412828948,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.76,pi5,0.09,0.7681159420289855,0.7681159420289855,819.49,0.0,1875.2478412828948,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.76,pi6,0.01,0.8636363636363636,0.8636363636363636,1139.56,0.0,1875.2478412828948,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.76,pi7,0.03,0.8269230769230769,0.9038461538461539,1651.42,0.0,1875.2478412828948,True
pi1,LogisticRegression(max_iter=100000),0.85,0.02,0.76,pi8,0.34,0.5134008338296605,0.687909469922573,1194.82,0.0,1875.2478412828948,True
pi3,LogisticRegression(max_iter=100000),0.86,0.01,0.76,pi1,0.0,0.8548387096774194,0.8548387096774194,1386.01,0.98,1875.2478412828948,True
pi3,LogisticRegression(max_iter=100000),0.86,0.01,0.76,pi4,0.05,0.8103448275862069,0.8103448275862069,1281.29,0.0,1875.2478412828948,True
pi3,LogisticRegression(max_iter=100000),0.86,0.01,0.76,pi5,0.09,0.7681159420289855,0.7681159420289855,950.09,0.0,1875.2478412828948,True
pi3,LogisticRegression(max_iter=100000),0.86,0.01,0.76,pi6,0.0,0.8636363636363636,0.8636363636363636,827.8,0.0,1875.2478412828948,True
pi3,LogisticRegression(max_iter=100000),0.86,0.01,0.76,pi7,0.03,0.8269230769230769,0.9038461538461539,1292.44,0.0,1875.2478412828948,True
