model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.08,2.95,pi3,0.0,0.9860392967942089,0.9860392967942089,42.12,0.99,41.855840773809526,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,2.95,pi6,0.01,0.9891472868217054,0.9891472868217054,34.32,0.0,41.855840773809526,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,2.95,pi7,0.0,0.9803516028955532,0.9803516028955532,38.25,0.0,41.855840773809526,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,2.95,pi8,0.31,0.6766683911019141,0.7009829280910502,38.63,0.0,41.855840773809526,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.65,pi1,0.0,0.9834625322997416,0.9834625322997416,42.12,0.98,41.855840773809526,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.65,pi4,0.0,0.9886363636363636,0.9886363636363636,35.04,0.0,41.855840773809526,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.65,pi5,0.0,0.9829280910501811,0.9829280910501811,38.61,0.0,41.855840773809526,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.65,pi6,0.0,0.9891472868217054,0.9891472868217054,41.22,0.0,41.855840773809526,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.65,pi7,0.01,0.9803516028955532,0.9803516028955532,33.37,0.0,41.855840773809526,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.65,pi8,0.43,0.553543714433523,0.7009829280910502,37.19,0.0,41.855840773809526,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,4.56,pi1,0.01,0.9834625322997416,0.9834625322997416,34.32,0.0,41.855840773809526,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,4.56,pi3,0.0,0.9860392967942089,0.9860392967942089,41.22,0.0,41.855840773809526,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,4.56,pi7,0.01,0.9803516028955532,0.9803516028955532,39.64,0.98,41.855840773809526,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,4.56,pi8,0.44,0.5483704086911536,0.7009829280910502,33.84,0.98,41.855840773809526,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.03,pi1,0.0,0.9834625322997416,0.9834625322997416,38.25,0.0,41.855840773809526,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.03,pi3,0.01,0.9860392967942089,0.9860392967942089,33.37,0.0,41.855840773809526,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.03,pi4,0.01,0.9886363636363636,0.9886363636363636,35.44,1.0,41.855840773809526,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.03,pi5,0.0,0.9829280910501811,0.9829280910501811,39.76,0.98,41.855840773809526,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.03,pi6,0.01,0.9891472868217054,0.9891472868217054,39.64,0.98,41.855840773809526,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.03,pi8,0.33,0.6497672012415934,0.7009829280910502,37.93,0.98,41.855840773809526,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,123.44,pi1,0.28,0.9834625322997416,0.9834625322997416,38.63,0.0,41.855840773809526,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,123.44,pi3,0.29,0.9860392967942089,0.9860392967942089,37.19,0.0,41.855840773809526,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,123.44,pi6,0.29,0.9891472868217054,0.9891472868217054,33.84,0.98,41.855840773809526,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,123.44,pi7,0.28,0.9803516028955532,0.9803516028955532,37.93,0.99,41.855840773809526,False
pi4,LogisticRegression(max_iter=100000),0.99,0.05,3.18,pi3,0.0,0.9860392967942089,0.9860392967942089,35.04,0.0,41.855840773809526,False
pi4,LogisticRegression(max_iter=100000),0.99,0.05,3.18,pi5,0.01,0.9829280910501811,0.9829280910501811,34.14,0.98,41.855840773809526,False
pi4,LogisticRegression(max_iter=100000),0.99,0.05,3.18,pi7,0.01,0.9803516028955532,0.9803516028955532,35.44,0.98,41.855840773809526,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.02,pi3,0.0,0.9860392967942089,0.9860392967942089,38.61,0.0,41.855840773809526,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.02,pi4,0.01,0.9886363636363636,0.9886363636363636,34.14,1.0,41.855840773809526,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.02,pi7,0.0,0.9803516028955532,0.9803516028955532,39.76,0.99,41.855840773809526,False
pi1,LogisticRegression(max_iter=100000),0.75,0.01,0.72,pi3,0.13,0.88,0.88,2168.14,0.97,2289.6462787828946,True
