model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.99,0.06,2.97,pi3,0.0,0.984504132231405,0.984504132231405,47.51,0.99,51.46075148809524,False
pi1,LogisticRegression(max_iter=100000),0.99,0.06,2.97,pi6,0.0,0.9854997410668047,0.9854997410668047,31.87,0.0,51.46075148809524,False
pi1,LogisticRegression(max_iter=100000),0.99,0.06,2.97,pi7,0.0,0.9824198552223371,0.9824198552223371,43.73,0.0,51.46075148809524,False
pi1,LogisticRegression(max_iter=100000),0.99,0.06,2.97,pi8,0.32,0.6640826873385013,0.6883720930232559,52.98,0.0,51.46075148809524,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.08,pi1,0.0,0.986060918946825,0.986060918946825,47.51,0.95,51.46075148809524,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.08,pi4,0.0,0.9881075491209927,0.9881075491209927,37.51,0.0,51.46075148809524,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.08,pi5,0.0,0.9829280910501811,0.9829280910501811,42.16,0.0,51.46075148809524,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.08,pi6,0.0,0.9854997410668047,0.9854997410668047,49.84,0.0,51.46075148809524,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.08,pi7,0.0,0.9824198552223371,0.9824198552223371,33.62,0.0,51.46075148809524,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.08,pi8,0.44,0.5483204134366925,0.6883720930232559,45.14,0.0,51.46075148809524,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,4.62,pi1,0.0,0.986060918946825,0.986060918946825,31.87,0.0,51.46075148809524,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,4.62,pi3,0.0,0.984504132231405,0.984504132231405,49.84,0.0,51.46075148809524,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,4.62,pi7,0.0,0.9824198552223371,0.9824198552223371,45.04,1.0,51.46075148809524,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.27,pi1,0.0,0.986060918946825,0.986060918946825,43.73,0.0,51.46075148809524,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.27,pi3,0.0,0.984504132231405,0.984504132231405,33.62,0.0,51.46075148809524,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.27,pi4,0.01,0.9881075491209927,0.9881075491209927,40.32,0.99,51.46075148809524,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.27,pi5,0.0,0.9829280910501811,0.9829280910501811,49.25,0.98,51.46075148809524,False
