model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.39,pi3,0.0,0.98656330749354,0.98656330749354,41.26,1.0,44.322482638888886,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.39,pi4,0.0,0.9819027921406411,0.9819027921406411,43.26,0.0,44.322482638888886,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.39,pi6,0.0,0.9860248447204969,0.9860248447204969,39.58,0.0,44.322482638888886,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.39,pi7,0.0,0.9813760993274703,0.9813760993274703,39.61,0.0,44.322482638888886,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.39,pi8,0.33,0.6478800413650465,0.6933815925542917,37.72,0.0,44.322482638888886,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,4.55,pi1,0.0,0.9824016563146998,0.9824016563146998,41.26,0.99,44.322482638888886,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,4.55,pi4,0.0,0.9819027921406411,0.9819027921406411,33.3,0.0,44.322482638888886,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,4.55,pi8,0.4,0.5837642192347466,0.6933815925542917,37.85,0.0,44.322482638888886,False
pi4,LogisticRegression(max_iter=100000),0.98,0.07,3.09,pi1,0.0,0.9824016563146998,0.9824016563146998,43.26,0.0,44.322482638888886,False
pi4,LogisticRegression(max_iter=100000),0.98,0.07,3.09,pi3,0.0,0.98656330749354,0.98656330749354,33.3,0.0,44.322482638888886,False
pi4,LogisticRegression(max_iter=100000),0.98,0.07,3.09,pi8,0.34,0.640641158221303,0.6933815925542917,41.18,0.97,44.322482638888886,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,4.83,pi1,0.0,0.9824016563146998,0.9824016563146998,39.58,0.0,44.322482638888886,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,4.83,pi5,0.01,0.9808587687532333,0.9808587687532333,42.72,0.98,44.322482638888886,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,4.83,pi7,0.0,0.9813760993274703,0.9813760993274703,34.05,0.98,44.322482638888886,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,4.83,pi8,0.43,0.5511892450879007,0.6933815925542917,35.31,0.99,44.322482638888886,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.17,pi1,0.0,0.9824016563146998,0.9824016563146998,39.61,0.0,44.322482638888886,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.17,pi6,0.0,0.9860248447204969,0.9860248447204969,34.05,0.99,44.322482638888886,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.17,pi8,0.31,0.6680455015511892,0.6933815925542917,41.45,0.99,44.322482638888886,False
pi8,LogisticRegression(max_iter=100000),0.69,0.07,41.92,pi1,0.29,0.9824016563146998,0.9824016563146998,37.72,0.0,44.322482638888886,False
pi8,LogisticRegression(max_iter=100000),0.69,0.07,41.92,pi3,0.29,0.98656330749354,0.98656330749354,37.85,0.0,44.322482638888886,False
pi8,LogisticRegression(max_iter=100000),0.69,0.07,41.92,pi4,0.29,0.9819027921406411,0.9819027921406411,41.18,1.0,44.322482638888886,False
pi8,LogisticRegression(max_iter=100000),0.69,0.07,41.92,pi5,0.29,0.9808587687532333,0.9808587687532333,39.68,0.98,44.322482638888886,False
pi8,LogisticRegression(max_iter=100000),0.69,0.07,41.92,pi6,0.29,0.9860248447204969,0.9860248447204969,35.31,0.98,44.322482638888886,False
pi8,LogisticRegression(max_iter=100000),0.69,0.07,41.92,pi7,0.29,0.9813760993274703,0.9813760993274703,41.45,0.98,44.322482638888886,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.85,pi6,0.01,0.9860248447204969,0.9860248447204969,42.72,0.99,44.322482638888886,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.85,pi8,0.32,0.6639089968976215,0.6933815925542917,39.68,0.98,44.322482638888886,False
pi1,LogisticRegression(max_iter=100000),0.92,0.02,0.85,pi3,0.04,0.9555555555555556,0.9555555555555556,915.0,0.98,1673.51611328125,True
pi1,LogisticRegression(max_iter=100000),0.92,0.02,0.85,pi4,0.04,0.875,0.875,1044.75,0.0,1673.51611328125,True
pi1,LogisticRegression(max_iter=100000),0.92,0.02,0.85,pi5,0.12,0.7910447761194029,0.835820895522388,923.23,0.0,1673.51611328125,True
pi1,LogisticRegression(max_iter=100000),0.92,0.02,0.85,pi6,0.08,0.84,0.84,1281.07,0.0,1673.51611328125,True
pi1,LogisticRegression(max_iter=100000),0.92,0.02,0.85,pi7,0.03,0.8888888888888888,0.8888888888888888,1696.48,0.0,1673.51611328125,True
pi1,LogisticRegression(max_iter=100000),0.92,0.02,0.85,pi8,0.39,0.5242718446601942,0.6838592233009708,1056.65,0.0,1673.51611328125,True
pi3,LogisticRegression(max_iter=100000),0.96,0.02,1.09,pi1,0.04,0.9152542372881356,0.9152542372881356,915.0,0.98,1673.51611328125,True
pi3,LogisticRegression(max_iter=100000),0.96,0.02,1.09,pi5,0.16,0.7910447761194029,0.835820895522388,1469.42,0.0,1673.51611328125,True
pi3,LogisticRegression(max_iter=100000),0.96,0.02,1.09,pi6,0.12,0.84,0.84,961.5,0.0,1673.51611328125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.73,pi1,0.04,0.9152542372881356,0.9152542372881356,1044.75,0.0,1673.51611328125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.73,pi5,0.08,0.7910447761194029,0.835820895522388,1250.97,0.87,1673.51611328125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.73,pi8,0.36,0.5145631067961165,0.6838592233009708,972.58,0.7,1673.51611328125,True
pi5,LogisticRegression(max_iter=100000),0.84,0.01,0.82,pi1,0.06,0.8983050847457628,0.9152542372881356,923.23,0.0,1673.51611328125,True
pi5,LogisticRegression(max_iter=100000),0.84,0.01,0.82,pi3,0.1,0.9333333333333333,0.9555555555555556,1469.42,0.0,1673.51611328125,True
pi5,LogisticRegression(max_iter=100000),0.84,0.01,0.82,pi4,0.01,0.84375,0.875,1250.97,0.85,1673.51611328125,True
pi5,LogisticRegression(max_iter=100000),0.84,0.01,0.82,pi7,0.02,0.8571428571428571,0.8888888888888888,1428.92,0.79,1673.51611328125,True
pi5,LogisticRegression(max_iter=100000),0.84,0.01,0.82,pi8,0.46,0.3725728155339806,0.6838592233009708,637.12,0.7,1673.51611328125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.01,0.81,pi1,0.08,0.9152542372881356,0.9152542372881356,1281.07,0.0,1673.51611328125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.01,0.81,pi3,0.12,0.9555555555555556,0.9555555555555556,961.5,0.0,1673.51611328125,True
pi7,LogisticRegression(max_iter=100000),0.89,0.01,0.74,pi1,0.03,0.9152542372881356,0.9152542372881356,1696.48,0.0,1673.51611328125,True
