model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.9,pi3,0.0,0.9865494050698397,0.9865494050698397,32.63,1.0,44.743112664473685,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.9,pi5,0.0,0.983445421624418,0.983445421624418,41.39,0.0,44.743112664473685,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.9,pi7,0.0,0.9829104091144485,0.9829104091144485,32.03,0.0,44.743112664473685,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.9,pi8,0.31,0.6742502585315409,0.703205791106515,38.13,0.0,44.743112664473685,False
pi3,LogisticRegression(max_iter=100000),0.99,0.09,5.07,pi1,0.0,0.983453981385729,0.983453981385729,32.63,0.98,44.743112664473685,False
pi3,LogisticRegression(max_iter=100000),0.99,0.09,5.07,pi5,0.0,0.983445421624418,0.983445421624418,39.8,0.0,44.743112664473685,False
pi3,LogisticRegression(max_iter=100000),0.99,0.09,5.07,pi7,0.0,0.9829104091144485,0.9829104091144485,33.24,0.0,44.743112664473685,False
pi3,LogisticRegression(max_iter=100000),0.99,0.09,5.07,pi8,0.32,0.671147880041365,0.703205791106515,35.33,0.0,44.743112664473685,False
pi5,LogisticRegression(max_iter=100000),0.98,0.13,5.12,pi1,0.0,0.983453981385729,0.983453981385729,41.39,0.0,44.743112664473685,False
pi5,LogisticRegression(max_iter=100000),0.98,0.13,5.12,pi3,0.0,0.9865494050698397,0.9865494050698397,39.8,0.0,44.743112664473685,False
pi5,LogisticRegression(max_iter=100000),0.98,0.13,5.12,pi4,0.0,0.9870667356440765,0.9870667356440765,41.03,1.0,44.743112664473685,False
pi5,LogisticRegression(max_iter=100000),0.98,0.13,5.12,pi7,0.0,0.9829104091144485,0.9829104091144485,42.28,0.99,44.743112664473685,False
pi5,LogisticRegression(max_iter=100000),0.98,0.13,5.12,pi8,0.3,0.6794208893485005,0.703205791106515,35.79,0.99,44.743112664473685,False
pi7,LogisticRegression(max_iter=100000),0.98,0.12,5.69,pi1,0.0,0.983453981385729,0.983453981385729,32.03,0.0,44.743112664473685,False
pi7,LogisticRegression(max_iter=100000),0.98,0.12,5.69,pi3,0.0,0.9865494050698397,0.9865494050698397,33.24,0.0,44.743112664473685,False
pi7,LogisticRegression(max_iter=100000),0.98,0.12,5.69,pi5,0.0,0.983445421624418,0.983445421624418,42.28,0.99,44.743112664473685,False
pi7,LogisticRegression(max_iter=100000),0.98,0.12,5.69,pi8,0.31,0.6747673216132368,0.703205791106515,39.19,0.99,44.743112664473685,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,139.14,pi1,0.28,0.983453981385729,0.983453981385729,38.13,0.0,44.743112664473685,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,139.14,pi3,0.28,0.9865494050698397,0.9865494050698397,35.33,0.0,44.743112664473685,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,139.14,pi5,0.28,0.983445421624418,0.983445421624418,35.79,0.99,44.743112664473685,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,139.14,pi7,0.28,0.9829104091144485,0.9829104091144485,39.19,0.99,44.743112664473685,False
pi4,LogisticRegression(max_iter=100000),0.99,0.05,3.16,pi5,0.0,0.983445421624418,0.983445421624418,41.03,0.97,44.743112664473685,False
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.76,pi3,0.07,0.7872340425531915,0.8085106382978723,1075.07,0.98,1683.167822265625,True
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.76,pi4,0.04,0.8181818181818182,0.8181818181818182,1089.08,0.0,1683.167822265625,True
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.76,pi6,0.07,0.9318181818181818,0.9318181818181818,1203.08,0.0,1683.167822265625,True
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.76,pi7,0.03,0.8275862068965517,0.8275862068965517,1277.83,0.0,1683.167822265625,True
pi1,LogisticRegression(max_iter=100000),0.86,0.02,0.76,pi8,0.34,0.5202661826981246,0.7035692679975801,759.96,0.0,1683.167822265625,True
pi3,LogisticRegression(max_iter=100000),0.81,0.02,0.68,pi1,0.05,0.8596491228070176,0.8596491228070176,1075.07,0.98,1683.167822265625,True
pi3,LogisticRegression(max_iter=100000),0.81,0.02,0.68,pi4,0.01,0.8181818181818182,0.8181818181818182,1525.32,0.0,1683.167822265625,True
pi3,LogisticRegression(max_iter=100000),0.81,0.02,0.68,pi5,0.07,0.7368421052631579,0.7368421052631579,1303.09,0.0,1683.167822265625,True
pi3,LogisticRegression(max_iter=100000),0.81,0.02,0.68,pi7,0.02,0.8275862068965517,0.8275862068965517,1764.09,0.0,1683.167822265625,True
