model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.48,pi3,0.0,0.9870600414078675,0.9870600414078675,39.47,0.99,44.51891447368421,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.55,pi1,0.0,0.9829369183040331,0.9829369183040331,39.47,0.98,44.51891447368421,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.55,pi5,0.01,0.9818934299017071,0.9818934299017071,42.44,0.0,44.51891447368421,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.55,pi6,0.0,0.9896694214876033,0.9896694214876033,33.74,0.0,44.51891447368421,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.55,pi7,0.01,0.9808587687532333,0.9808587687532333,45.98,0.0,44.51891447368421,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.55,pi8,0.33,0.6556188503366132,0.68720870015536,33.18,0.0,44.51891447368421,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.61,pi3,0.01,0.9870600414078675,0.9870600414078675,42.44,0.0,44.51891447368421,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.61,pi6,0.01,0.9896694214876033,0.9896694214876033,34.63,0.98,44.51891447368421,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.61,pi8,0.33,0.6540652511651994,0.68720870015536,35.47,0.98,44.51891447368421,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.12,pi3,0.0,0.9870600414078675,0.9870600414078675,33.74,0.0,44.51891447368421,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.12,pi4,0.01,0.9844961240310077,0.9844961240310077,45.67,0.99,44.51891447368421,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.12,pi5,0.01,0.9818934299017071,0.9818934299017071,34.63,0.99,44.51891447368421,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.12,pi7,0.01,0.9808587687532333,0.9808587687532333,44.58,1.0,44.51891447368421,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.12,pi8,0.39,0.5981356809943035,0.68720870015536,31.41,0.99,44.51891447368421,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.81,pi3,0.01,0.9870600414078675,0.9870600414078675,45.98,0.0,44.51891447368421,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.81,pi4,0.0,0.9844961240310077,0.9844961240310077,33.47,0.99,44.51891447368421,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.81,pi6,0.01,0.9896694214876033,0.9896694214876033,44.58,0.98,44.51891447368421,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,2.81,pi8,0.31,0.6670119109269809,0.68720870015536,44.94,0.98,44.51891447368421,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,143.72,pi3,0.3,0.9870600414078675,0.9870600414078675,33.18,0.0,44.51891447368421,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,143.72,pi4,0.3,0.9844961240310077,0.9844961240310077,45.45,0.99,44.51891447368421,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,143.72,pi5,0.29,0.9818934299017071,0.9818934299017071,35.47,0.98,44.51891447368421,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,143.72,pi6,0.3,0.9896694214876033,0.9896694214876033,31.41,0.98,44.51891447368421,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,143.72,pi7,0.29,0.9808587687532333,0.9808587687532333,44.94,0.99,44.51891447368421,False
pi4,LogisticRegression(max_iter=100000),0.98,0.05,3.51,pi6,0.01,0.9896694214876033,0.9896694214876033,45.67,0.98,44.51891447368421,False
pi4,LogisticRegression(max_iter=100000),0.98,0.05,3.51,pi7,0.0,0.9808587687532333,0.9808587687532333,33.47,0.99,44.51891447368421,False
pi4,LogisticRegression(max_iter=100000),0.98,0.05,3.51,pi8,0.38,0.6043500776799585,0.68720870015536,45.45,0.98,44.51891447368421,False
pi1,LogisticRegression(max_iter=100000),0.83,0.02,0.72,pi3,0.08,0.9069767441860465,0.9069767441860465,2462.95,0.98,2644.17626953125,True
pi1,LogisticRegression(max_iter=100000),0.83,0.02,0.72,pi5,0.1,0.7258064516129032,0.7258064516129032,1905.88,0.0,2644.17626953125,True
pi1,LogisticRegression(max_iter=100000),0.83,0.02,0.72,pi6,0.06,0.7714285714285715,0.7714285714285715,2130.87,0.0,2644.17626953125,True
pi1,LogisticRegression(max_iter=100000),0.83,0.02,0.72,pi8,0.32,0.5093768905021173,0.6823956442831216,1849.54,0.0,2644.17626953125,True
pi3,LogisticRegression(max_iter=100000),0.91,0.01,0.79,pi1,0.14,0.7627118644067796,0.8305084745762712,2462.95,0.98,2644.17626953125,True
pi3,LogisticRegression(max_iter=100000),0.91,0.01,0.79,pi4,0.02,0.8846153846153846,0.8846153846153846,1217.56,0.0,2644.17626953125,True
pi3,LogisticRegression(max_iter=100000),0.91,0.01,0.79,pi5,0.18,0.7258064516129032,0.7258064516129032,1184.3,0.0,2644.17626953125,True
pi3,LogisticRegression(max_iter=100000),0.91,0.01,0.79,pi6,0.14,0.7714285714285715,0.7714285714285715,799.57,0.0,2644.17626953125,True
pi3,LogisticRegression(max_iter=100000),0.91,0.01,0.79,pi8,0.4,0.5093768905021173,0.6823956442831216,1591.0,0.0,2644.17626953125,True
pi5,LogisticRegression(max_iter=100000),0.73,0.01,0.72,pi1,0.04,0.7627118644067796,0.8305084745762712,1905.88,0.0,2644.17626953125,True
pi5,LogisticRegression(max_iter=100000),0.73,0.01,0.72,pi3,0.18,0.9069767441860465,0.9069767441860465,1184.3,0.0,2644.17626953125,True
pi5,LogisticRegression(max_iter=100000),0.73,0.01,0.72,pi4,0.16,0.8846153846153846,0.8846153846153846,1046.75,0.87,2644.17626953125,True
pi5,LogisticRegression(max_iter=100000),0.73,0.01,0.72,pi6,0.05,0.7714285714285715,0.7714285714285715,821.29,0.79,2644.17626953125,True
pi5,LogisticRegression(max_iter=100000),0.73,0.01,0.72,pi8,0.22,0.5093768905021173,0.6823956442831216,1131.61,0.89,2644.17626953125,True
pi6,LogisticRegression(max_iter=100000),0.77,0.01,1.09,pi1,0.01,0.7627118644067796,0.8305084745762712,2130.87,0.0,2644.17626953125,True
pi6,LogisticRegression(max_iter=100000),0.77,0.01,1.09,pi3,0.09,0.8604651162790697,0.9069767441860465,799.57,0.0,2644.17626953125,True
pi6,LogisticRegression(max_iter=100000),0.77,0.01,1.09,pi4,0.06,0.8269230769230769,0.8846153846153846,1113.2,0.96,2644.17626953125,True
pi6,LogisticRegression(max_iter=100000),0.77,0.01,1.09,pi5,0.06,0.7096774193548387,0.7258064516129032,821.29,0.93,2644.17626953125,True
pi6,LogisticRegression(max_iter=100000),0.77,0.01,1.09,pi8,0.39,0.37689050211736236,0.6823956442831216,1113.14,0.91,2644.17626953125,True
pi8,LogisticRegression(max_iter=100000),0.68,0.07,24.76,pi1,0.22,0.4576271186440678,0.8305084745762712,1849.54,0.0,2644.17626953125,True
pi8,LogisticRegression(max_iter=100000),0.68,0.07,24.76,pi3,0.19,0.4883720930232558,0.9069767441860465,1591.0,0.0,2644.17626953125,True
pi8,LogisticRegression(max_iter=100000),0.68,0.07,24.76,pi4,0.2,0.4807692307692308,0.8846153846153846,1630.05,0.86,2644.17626953125,True
pi8,LogisticRegression(max_iter=100000),0.68,0.07,24.76,pi5,0.17,0.5161290322580645,0.7258064516129032,1131.61,0.84,2644.17626953125,True
pi8,LogisticRegression(max_iter=100000),0.68,0.07,24.76,pi6,0.17,0.5142857142857142,0.7714285714285715,1113.14,0.85,2644.17626953125,True
pi2,LogisticRegression(max_iter=100000),0.72,0.02,0.73,pi10,0.21,0.5124378109452736,0.7014925373134329,643.84,0.0,2644.17626953125,True
pi10,LogisticRegression(max_iter=100000),0.7,0.02,1.58,pi2,0.19,0.5070422535211268,0.7183098591549296,643.84,0.61,2644.17626953125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.84,pi3,0.02,0.9069767441860465,0.9069767441860465,1217.56,0.0,2644.17626953125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.84,pi5,0.16,0.7258064516129032,0.7258064516129032,1046.75,0.93,2644.17626953125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.84,pi6,0.11,0.7714285714285715,0.7714285714285715,1113.2,0.9,2644.17626953125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.84,pi8,0.38,0.5093768905021173,0.6823956442831216,1630.05,0.86,2644.17626953125,True
