model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.56,pi3,0.0,0.9855147439213657,0.9855147439213657,47.57,0.99,49.46025390625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.56,pi7,0.0,0.9813664596273292,0.9813664596273292,37.75,0.0,49.46025390625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.39,pi1,0.0,0.9819121447028424,0.9819121447028424,47.57,0.97,49.46025390625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.39,pi5,0.0,0.983453981385729,0.983453981385729,37.04,0.0,49.46025390625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.39,pi6,0.0,0.9839627521986549,0.9839627521986549,37.42,0.0,49.46025390625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.39,pi7,0.0,0.9813664596273292,0.9813664596273292,40.19,0.0,49.46025390625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.39,pi8,0.32,0.6680455015511892,0.6907962771458118,37.19,0.0,49.46025390625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi1,0.0,0.9819121447028424,0.9819121447028424,37.75,0.0,49.46025390625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi3,0.0,0.9855147439213657,0.9855147439213657,40.19,0.0,49.46025390625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi5,0.0,0.983453981385729,0.983453981385729,47.39,0.98,49.46025390625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi6,0.0,0.9839627521986549,0.9839627521986549,50.86,0.98,49.46025390625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi8,0.31,0.6695966907962771,0.6907962771458118,42.74,0.98,49.46025390625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.4,pi3,0.0,0.9855147439213657,0.9855147439213657,37.04,0.0,49.46025390625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.4,pi4,0.0,0.9855222337125129,0.9855222337125129,41.42,1.0,49.46025390625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.4,pi6,0.0,0.9839627521986549,0.9839627521986549,32.51,0.98,49.46025390625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.4,pi7,0.0,0.9813664596273292,0.9813664596273292,47.39,0.99,49.46025390625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.4,pi8,0.32,0.6633919338159255,0.6907962771458118,33.09,0.98,49.46025390625,False
pi6,LogisticRegression(max_iter=100000),0.98,0.08,6.12,pi3,0.0,0.9855147439213657,0.9855147439213657,37.42,0.0,49.46025390625,False
pi6,LogisticRegression(max_iter=100000),0.98,0.08,6.12,pi4,0.0,0.9855222337125129,0.9855222337125129,40.56,0.99,49.46025390625,False
pi6,LogisticRegression(max_iter=100000),0.98,0.08,6.12,pi5,0.0,0.983453981385729,0.983453981385729,32.51,0.98,49.46025390625,False
pi6,LogisticRegression(max_iter=100000),0.98,0.08,6.12,pi7,0.0,0.9813664596273292,0.9813664596273292,50.86,1.0,49.46025390625,False
pi6,LogisticRegression(max_iter=100000),0.98,0.08,6.12,pi8,0.43,0.5517063081695966,0.6907962771458118,34.22,0.99,49.46025390625,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,150.7,pi3,0.29,0.9855147439213657,0.9855147439213657,37.19,0.0,49.46025390625,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,150.7,pi4,0.29,0.9855222337125129,0.9855222337125129,44.92,0.99,49.46025390625,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,150.7,pi5,0.29,0.983453981385729,0.983453981385729,33.09,0.98,49.46025390625,False
