model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.09,3.35,pi7,0.0,0.9808290155440414,0.9808290155440414,46.95,0.0,45.04738898026316,False
pi1,LogisticRegression(max_iter=100000),0.98,0.09,3.35,pi8,0.32,0.6587383660806618,0.6861427094105481,42.38,0.0,45.04738898026316,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,4.52,pi1,0.0,0.9819027921406411,0.9819027921406411,46.95,0.0,45.04738898026316,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,4.52,pi3,0.01,0.98656330749354,0.98656330749354,34.41,0.0,45.04738898026316,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,4.52,pi4,0.01,0.9865563598759048,0.9865563598759048,34.99,0.99,45.04738898026316,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,4.52,pi5,0.0,0.9834282755049197,0.9834282755049197,35.55,0.99,45.04738898026316,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,4.52,pi8,0.32,0.6649431230610134,0.6861427094105481,33.1,0.98,45.04738898026316,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.03,143.85,pi1,0.3,0.9819027921406411,0.9819027921406411,42.38,0.0,45.04738898026316,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.03,143.85,pi3,0.3,0.98656330749354,0.98656330749354,36.47,0.0,45.04738898026316,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.03,143.85,pi4,0.3,0.9865563598759048,0.9865563598759048,37.47,1.0,45.04738898026316,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.03,143.85,pi5,0.3,0.9834282755049197,0.9834282755049197,39.18,0.98,45.04738898026316,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.03,143.85,pi7,0.29,0.9808290155440414,0.9808290155440414,33.1,0.99,45.04738898026316,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.7,pi4,0.0,0.9865563598759048,0.9865563598759048,34.3,0.0,45.04738898026316,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.7,pi5,0.0,0.9834282755049197,0.9834282755049197,33.02,0.0,45.04738898026316,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.7,pi7,0.01,0.9808290155440414,0.9808290155440414,34.41,0.0,45.04738898026316,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.7,pi8,0.34,0.6499482936918304,0.6861427094105481,36.47,0.0,45.04738898026316,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.29,pi3,0.0,0.98656330749354,0.98656330749354,34.3,0.0,45.04738898026316,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.29,pi5,0.0,0.9834282755049197,0.9834282755049197,35.3,0.99,45.04738898026316,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.29,pi7,0.01,0.9808290155440414,0.9808290155440414,34.99,0.98,45.04738898026316,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.29,pi8,0.33,0.6613236814891417,0.6861427094105481,37.47,0.98,45.04738898026316,False
pi5,LogisticRegression(max_iter=100000),0.98,0.09,3.17,pi3,0.0,0.98656330749354,0.98656330749354,33.02,0.0,45.04738898026316,False
pi5,LogisticRegression(max_iter=100000),0.98,0.09,3.17,pi4,0.0,0.9865563598759048,0.9865563598759048,35.3,0.99,45.04738898026316,False
pi5,LogisticRegression(max_iter=100000),0.98,0.09,3.17,pi7,0.0,0.9808290155440414,0.9808290155440414,35.55,0.99,45.04738898026316,False
pi5,LogisticRegression(max_iter=100000),0.98,0.09,3.17,pi8,0.33,0.656670113753878,0.6861427094105481,39.18,0.98,45.04738898026316,False
pi1,LogisticRegression(max_iter=100000),0.87,0.02,0.78,pi3,0.18,0.6875,0.6875,786.15,0.99,1286.799862132353,True
pi1,LogisticRegression(max_iter=100000),0.87,0.02,0.78,pi5,0.14,0.7288135593220338,0.7288135593220338,1058.73,0.0,1286.799862132353,True
pi1,LogisticRegression(max_iter=100000),0.87,0.02,0.78,pi6,0.02,0.8490566037735849,0.8490566037735849,821.45,0.0,1286.799862132353,True
pi1,LogisticRegression(max_iter=100000),0.87,0.02,0.78,pi7,0.06,0.8059701492537313,0.8507462686567164,1122.9,0.0,1286.799862132353,True
pi1,LogisticRegression(max_iter=100000),0.87,0.02,0.78,pi8,0.36,0.5115291262135923,0.6905339805825242,729.7,0.0,1286.799862132353,True
pi3,LogisticRegression(max_iter=100000),0.69,0.01,0.79,pi1,0.18,0.8709677419354839,0.8709677419354839,786.15,0.92,1286.799862132353,True
pi3,LogisticRegression(max_iter=100000),0.69,0.01,0.79,pi6,0.16,0.8490566037735849,0.8490566037735849,911.9,0.0,1286.799862132353,True
pi3,LogisticRegression(max_iter=100000),0.69,0.01,0.79,pi8,0.18,0.5072815533980582,0.6905339805825242,929.95,0.0,1286.799862132353,True
pi5,LogisticRegression(max_iter=100000),0.73,0.01,0.96,pi1,0.13,0.8548387096774194,0.8709677419354839,1058.73,0.0,1286.799862132353,True
pi5,LogisticRegression(max_iter=100000),0.73,0.01,0.96,pi6,0.12,0.8490566037735849,0.8490566037735849,1120.54,1.0,1286.799862132353,True
pi5,LogisticRegression(max_iter=100000),0.73,0.01,0.96,pi8,0.35,0.3774271844660194,0.6905339805825242,1006.89,0.96,1286.799862132353,True
pi6,LogisticRegression(max_iter=100000),0.85,0.01,1.02,pi1,0.02,0.8709677419354839,0.8709677419354839,821.45,0.0,1286.799862132353,True
pi6,LogisticRegression(max_iter=100000),0.85,0.01,1.02,pi3,0.16,0.6875,0.6875,911.9,0.0,1286.799862132353,True
pi6,LogisticRegression(max_iter=100000),0.85,0.01,1.02,pi5,0.12,0.7288135593220338,0.7288135593220338,1120.54,0.9,1286.799862132353,True
pi6,LogisticRegression(max_iter=100000),0.85,0.01,1.02,pi7,0.04,0.8059701492537313,0.8507462686567164,1274.98,0.9,1286.799862132353,True
pi6,LogisticRegression(max_iter=100000),0.85,0.01,1.02,pi8,0.34,0.5115291262135923,0.6905339805825242,845.23,0.92,1286.799862132353,True
pi7,LogisticRegression(max_iter=100000),0.85,0.01,0.86,pi1,0.03,0.8225806451612904,0.8709677419354839,1122.9,0.0,1286.799862132353,True
pi7,LogisticRegression(max_iter=100000),0.85,0.01,0.86,pi4,0.03,0.8181818181818182,0.7954545454545454,1103.99,0.95,1286.799862132353,True
pi7,LogisticRegression(max_iter=100000),0.85,0.01,0.86,pi6,0.04,0.8113207547169812,0.8490566037735849,1274.98,0.93,1286.799862132353,True
pi7,LogisticRegression(max_iter=100000),0.85,0.01,0.86,pi8,0.47,0.3774271844660194,0.6905339805825242,975.15,0.96,1286.799862132353,True
