model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.84,pi3,0.0,0.9860320744956027,0.9860320744956027,35.75,1.0,48.69111328125,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.84,pi4,0.0,0.9865494050698397,0.9865494050698397,48.73,0.0,48.69111328125,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.84,pi5,0.0,0.9787564766839378,0.9787564766839378,41.28,0.0,48.69111328125,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.84,pi7,0.0,0.9829192546583851,0.9829192546583851,40.94,0.0,48.69111328125,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.84,pi8,0.32,0.6602895553257497,0.6985522233712513,34.48,0.0,48.69111328125,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,5.82,pi1,0.0,0.9829280910501811,0.9829280910501811,35.75,0.98,48.69111328125,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,5.82,pi4,0.0,0.9865494050698397,0.9865494050698397,44.6,0.0,48.69111328125,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,5.82,pi5,0.01,0.9787564766839378,0.9787564766839378,39.61,0.0,48.69111328125,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,5.82,pi7,0.0,0.9829192546583851,0.9829192546583851,49.49,0.0,48.69111328125,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,5.82,pi8,0.42,0.5687693898655636,0.6985522233712513,33.73,0.0,48.69111328125,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.27,pi1,0.0,0.9829280910501811,0.9829280910501811,48.73,0.0,48.69111328125,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.27,pi3,0.0,0.9860320744956027,0.9860320744956027,44.6,0.0,48.69111328125,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.27,pi5,0.01,0.9787564766839378,0.9787564766839378,34.18,0.99,48.69111328125,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.27,pi8,0.33,0.6540847983453981,0.6985522233712513,41.5,0.98,48.69111328125,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,2.55,pi1,0.0,0.9829280910501811,0.9829280910501811,41.28,0.0,48.69111328125,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,2.55,pi3,0.01,0.9860320744956027,0.9860320744956027,39.61,0.0,48.69111328125,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,2.55,pi4,0.01,0.9865494050698397,0.9865494050698397,34.18,0.99,48.69111328125,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,2.55,pi7,0.0,0.9829192546583851,0.9829192546583851,46.49,0.98,48.69111328125,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,2.55,pi8,0.32,0.6613236814891417,0.6985522233712513,36.95,0.98,48.69111328125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.75,pi1,0.0,0.9829280910501811,0.9829280910501811,40.94,0.0,48.69111328125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.75,pi3,0.0,0.9860320744956027,0.9860320744956027,49.49,0.0,48.69111328125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.75,pi5,0.0,0.9787564766839378,0.9787564766839378,46.49,0.98,48.69111328125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.75,pi6,0.01,0.9881075491209927,0.9881075491209927,43.43,0.98,48.69111328125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.75,pi8,0.31,0.6706308169596691,0.6985522233712513,44.47,0.99,48.69111328125,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,72.6,pi1,0.28,0.9829280910501811,0.9829280910501811,34.48,0.0,48.69111328125,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,72.6,pi3,0.29,0.9860320744956027,0.9860320744956027,33.73,0.0,48.69111328125,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,72.6,pi4,0.29,0.9865494050698397,0.9865494050698397,41.5,0.99,48.69111328125,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,72.6,pi5,0.28,0.9787564766839378,0.9787564766839378,36.95,0.98,48.69111328125,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.03,72.6,pi7,0.28,0.9829192546583851,0.9829192546583851,44.47,0.99,48.69111328125,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,7.86,pi7,0.01,0.9829192546583851,0.9829192546583851,43.43,0.99,48.69111328125,False
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.79,pi3,0.09,0.8695652173913043,0.8913043478260869,1108.52,0.98,2046.96796875,True
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.79,pi4,0.01,0.7872340425531915,0.8085106382978723,1132.13,0.0,2046.96796875,True
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.79,pi5,0.01,0.7702702702702703,0.7837837837837838,1429.52,0.0,2046.96796875,True
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.79,pi6,0.07,0.8536585365853658,0.8780487804878049,1051.44,0.0,2046.96796875,True
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.79,pi7,0.09,0.8666666666666667,0.85,2132.88,0.0,2046.96796875,True
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.79,pi8,0.4,0.37839545167403665,0.6942514213518636,1149.99,0.0,2046.96796875,True
pi3,LogisticRegression(max_iter=100000),0.89,0.01,1.09,pi1,0.09,0.7966101694915254,0.7796610169491526,1108.52,0.97,2046.96796875,True
pi3,LogisticRegression(max_iter=100000),0.89,0.01,1.09,pi4,0.1,0.7872340425531915,0.8085106382978723,1157.05,0.0,2046.96796875,True
pi3,LogisticRegression(max_iter=100000),0.89,0.01,1.09,pi5,0.11,0.7837837837837838,0.7837837837837838,1708.34,0.0,2046.96796875,True
pi3,LogisticRegression(max_iter=100000),0.89,0.01,1.09,pi6,0.01,0.8780487804878049,0.8780487804878049,802.5,0.0,2046.96796875,True
pi3,LogisticRegression(max_iter=100000),0.89,0.01,1.09,pi8,0.38,0.5097915350600126,0.6942514213518636,809.48,0.0,2046.96796875,True
pi4,LogisticRegression(max_iter=100000),0.81,0.01,0.77,pi1,0.03,0.7796610169491526,0.7796610169491526,1132.13,0.0,2046.96796875,True
pi4,LogisticRegression(max_iter=100000),0.81,0.01,0.77,pi3,0.06,0.8695652173913043,0.8913043478260869,1157.05,0.0,2046.96796875,True
pi4,LogisticRegression(max_iter=100000),0.81,0.01,0.77,pi5,0.04,0.7702702702702703,0.7837837837837838,1205.24,0.98,2046.96796875,True
pi4,LogisticRegression(max_iter=100000),0.81,0.01,0.77,pi6,0.0,0.8048780487804879,0.8780487804878049,1048.11,0.89,2046.96796875,True
pi4,LogisticRegression(max_iter=100000),0.81,0.01,0.77,pi8,0.43,0.37839545167403665,0.6942514213518636,1057.81,0.8,2046.96796875,True
pi5,LogisticRegression(max_iter=100000),0.78,0.01,0.78,pi1,0.0,0.7796610169491526,0.7796610169491526,1429.52,0.0,2046.96796875,True
pi5,LogisticRegression(max_iter=100000),0.78,0.01,0.78,pi3,0.09,0.8695652173913043,0.8913043478260869,1708.34,0.0,2046.96796875,True
pi5,LogisticRegression(max_iter=100000),0.78,0.01,0.78,pi4,0.0,0.7872340425531915,0.8085106382978723,1205.24,0.92,2046.96796875,True
pi5,LogisticRegression(max_iter=100000),0.78,0.01,0.78,pi6,0.07,0.8536585365853658,0.8780487804878049,1174.69,0.91,2046.96796875,True
pi5,LogisticRegression(max_iter=100000),0.78,0.01,0.78,pi8,0.41,0.37839545167403665,0.6942514213518636,1501.07,0.8,2046.96796875,True
pi6,LogisticRegression(max_iter=100000),0.88,0.01,1.11,pi1,0.08,0.7966101694915254,0.7796610169491526,1051.44,0.0,2046.96796875,True
pi6,LogisticRegression(max_iter=100000),0.88,0.01,1.11,pi3,0.01,0.8913043478260869,0.8913043478260869,802.5,0.0,2046.96796875,True
pi6,LogisticRegression(max_iter=100000),0.88,0.01,1.11,pi4,0.09,0.7872340425531915,0.8085106382978723,1048.11,0.95,2046.96796875,True
pi6,LogisticRegression(max_iter=100000),0.88,0.01,1.11,pi5,0.09,0.7837837837837838,0.7837837837837838,1174.69,0.98,2046.96796875,True
pi6,LogisticRegression(max_iter=100000),0.88,0.01,1.11,pi8,0.37,0.5097915350600126,0.6942514213518636,748.83,0.85,2046.96796875,True
pi7,LogisticRegression(max_iter=100000),0.85,0.01,0.8,pi1,0.05,0.7966101694915254,0.7796610169491526,2132.88,0.0,2046.96796875,True
pi7,LogisticRegression(max_iter=100000),0.85,0.01,0.8,pi8,0.47,0.37839545167403665,0.6942514213518636,1990.55,0.83,2046.96796875,True
pi8,LogisticRegression(max_iter=100000),0.69,0.08,28.47,pi1,0.22,0.4745762711864407,0.7796610169491526,1149.99,0.0,2046.96796875,True
pi8,LogisticRegression(max_iter=100000),0.69,0.08,28.47,pi3,0.22,0.4782608695652174,0.8913043478260869,809.48,0.0,2046.96796875,True
pi8,LogisticRegression(max_iter=100000),0.69,0.08,28.47,pi4,0.2,0.48936170212765956,0.8085106382978723,1057.81,0.95,2046.96796875,True
pi8,LogisticRegression(max_iter=100000),0.69,0.08,28.47,pi5,0.22,0.47297297297297297,0.7837837837837838,1501.07,0.89,2046.96796875,True
pi8,LogisticRegression(max_iter=100000),0.69,0.08,28.47,pi6,0.23,0.4634146341463415,0.8780487804878049,748.83,0.89,2046.96796875,True
pi8,LogisticRegression(max_iter=100000),0.69,0.08,28.47,pi7,0.21,0.48333333333333334,0.85,1990.55,0.88,2046.96796875,True
pi2,LogisticRegression(max_iter=100000),0.77,0.01,0.76,pi10,0.28,0.49559082892416223,0.691358024691358,922.47,0.0,2046.96796875,True
pi10,"LogisticRegression(C=0.01, max_iter=100000)",0.69,0.02,1.68,pi2,0.19,0.5,0.7741935483870968,922.47,0.53,2046.96796875,True
