model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.94,pi3,0.01,0.9855147439213657,0.9855147439213657,35.57,0.99,41.709765625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.94,pi6,0.01,0.9860320744956027,0.9860320744956027,43.13,0.0,41.709765625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.21,pi1,0.01,0.9803312629399586,0.9803312629399586,35.57,0.97,41.709765625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.21,pi5,0.0,0.983971044467425,0.983971044467425,36.95,0.0,41.709765625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.21,pi6,0.0,0.9860320744956027,0.9860320744956027,34.62,0.0,41.709765625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.21,pi7,0.01,0.9782608695652174,0.9782608695652174,42.1,0.0,41.709765625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.21,pi8,0.32,0.6637351267459907,0.693740300051733,37.19,0.0,41.709765625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.1,8.32,pi1,0.01,0.9803312629399586,0.9803312629399586,43.13,0.0,41.709765625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.1,8.32,pi3,0.0,0.9855147439213657,0.9855147439213657,34.62,0.0,41.709765625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.1,8.32,pi5,0.0,0.983971044467425,0.983971044467425,36.67,0.99,41.709765625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.1,8.32,pi7,0.01,0.9782608695652174,0.9782608695652174,34.38,0.99,41.709765625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.1,8.32,pi8,0.43,0.553543714433523,0.693740300051733,35.44,0.99,41.709765625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.88,pi3,0.0,0.9855147439213657,0.9855147439213657,36.95,0.0,41.709765625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.88,pi4,0.0,0.9844961240310077,0.9844961240310077,36.4,0.99,41.709765625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.88,pi6,0.0,0.9860320744956027,0.9860320744956027,36.67,0.98,41.709765625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.88,pi8,0.32,0.6637351267459907,0.693740300051733,32.97,0.98,41.709765625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.09,pi3,0.01,0.9855147439213657,0.9855147439213657,42.1,0.0,41.709765625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.09,pi6,0.01,0.9860320744956027,0.9860320744956027,34.38,0.98,41.709765625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.09,pi8,0.35,0.6270046559751681,0.693740300051733,41.29,0.98,41.709765625,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,117.94,pi3,0.29,0.9855147439213657,0.9855147439213657,37.19,0.0,41.709765625,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,117.94,pi4,0.29,0.9844961240310077,0.9844961240310077,35.52,1.0,41.709765625,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,117.94,pi5,0.29,0.983971044467425,0.983971044467425,32.97,0.98,41.709765625,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,117.94,pi6,0.29,0.9860320744956027,0.9860320744956027,35.44,0.98,41.709765625,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,117.94,pi7,0.28,0.9782608695652174,0.9782608695652174,41.29,0.99,41.709765625,False
pi4,LogisticRegression(max_iter=100000),0.98,0.06,3.18,pi5,0.0,0.983971044467425,0.983971044467425,36.4,0.98,41.709765625,False
pi4,LogisticRegression(max_iter=100000),0.98,0.06,3.18,pi8,0.32,0.661148473874806,0.693740300051733,35.52,0.98,41.709765625,False
pi1,LogisticRegression(max_iter=100000),0.84,0.02,0.84,pi3,0.08,0.76,0.76,962.59,0.99,1324.8179481907894,True
