model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.18,pi7,0.0,0.9813760993274703,0.9813760993274703,39.1,0.0,40.580078125,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,3.18,pi8,0.33,0.651656314699793,0.6915113871635611,36.83,0.0,40.580078125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.29,pi1,0.0,0.9798136645962733,0.9798136645962733,39.1,0.0,40.580078125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.29,pi3,0.0,0.9844800827728919,0.9844800827728919,40.44,0.0,40.580078125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.29,pi4,0.01,0.9891360579410243,0.9891360579410243,35.9,0.99,40.580078125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.29,pi6,0.01,0.9886187273667874,0.9886187273667874,34.12,0.99,40.580078125,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.29,pi8,0.33,0.65527950310559,0.6915113871635611,32.6,0.98,40.580078125,False
pi8,LogisticRegression(max_iter=100000),0.69,0.08,151.6,pi1,0.29,0.9798136645962733,0.9798136645962733,36.83,0.0,40.580078125,False
pi8,LogisticRegression(max_iter=100000),0.69,0.08,151.6,pi4,0.3,0.9891360579410243,0.9891360579410243,37.92,0.99,40.580078125,False
pi8,LogisticRegression(max_iter=100000),0.69,0.08,151.6,pi6,0.3,0.9886187273667874,0.9886187273667874,36.3,0.99,40.580078125,False
pi8,LogisticRegression(max_iter=100000),0.69,0.08,151.6,pi7,0.29,0.9813760993274703,0.9813760993274703,32.6,0.99,40.580078125,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.29,pi4,0.0,0.9891360579410243,0.9891360579410243,41.41,0.0,40.580078125,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.29,pi6,0.0,0.9886187273667874,0.9886187273667874,37.72,0.0,40.580078125,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.29,pi7,0.0,0.9813760993274703,0.9813760993274703,40.44,0.0,40.580078125,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.81,pi3,0.0,0.9844800827728919,0.9844800827728919,41.41,0.0,40.580078125,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.81,pi5,0.01,0.9829192546583851,0.9829192546583851,35.26,0.99,40.580078125,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.81,pi6,0.0,0.9886187273667874,0.9886187273667874,32.76,0.99,40.580078125,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.81,pi7,0.01,0.9813760993274703,0.9813760993274703,35.9,1.0,40.580078125,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.81,pi8,0.32,0.6702898550724637,0.6915113871635611,37.92,0.99,40.580078125,False
pi6,LogisticRegression(max_iter=100000),0.99,0.09,5.47,pi3,0.0,0.9844800827728919,0.9844800827728919,37.72,0.0,40.580078125,False
