model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.44,pi3,0.01,0.989648033126294,0.989648033126294,37.56,0.99,41.0373046875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.44,pi6,0.0,0.9865563598759048,0.9865563598759048,38.45,0.0,41.0373046875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.44,pi7,0.0,0.981404958677686,0.981404958677686,36.33,0.0,41.0373046875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.44,pi8,0.33,0.6525336091003102,0.6959669079627715,38.64,0.0,41.0373046875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.65,pi1,0.01,0.9834368530020704,0.9834368530020704,37.56,0.98,41.0373046875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.65,pi4,0.0,0.9865424430641822,0.9865424430641822,40.34,0.0,41.0373046875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.65,pi5,0.01,0.9792853443811497,0.9792853443811497,34.06,0.0,41.0373046875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.65,pi7,0.01,0.981404958677686,0.981404958677686,32.76,0.0,41.0373046875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.65,pi8,0.33,0.6623578076525336,0.6959669079627715,33.46,0.0,41.0373046875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.53,pi1,0.0,0.9834368530020704,0.9834368530020704,38.45,0.0,41.0373046875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.53,pi7,0.01,0.981404958677686,0.981404958677686,39.29,1.0,41.0373046875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.9,pi1,0.0,0.9834368530020704,0.9834368530020704,36.33,0.0,41.0373046875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.9,pi3,0.01,0.989648033126294,0.989648033126294,32.76,0.0,41.0373046875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.9,pi4,0.01,0.9865424430641822,0.9865424430641822,41.67,0.98,41.0373046875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.9,pi5,0.0,0.9792853443811497,0.9792853443811497,34.12,0.98,41.0373046875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.9,pi6,0.01,0.9865563598759048,0.9865563598759048,39.29,0.97,41.0373046875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.9,pi8,0.33,0.6535677352637022,0.6959669079627715,35.5,0.98,41.0373046875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,127.27,pi1,0.29,0.9834368530020704,0.9834368530020704,38.64,0.0,41.0373046875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,127.27,pi3,0.29,0.989648033126294,0.989648033126294,33.46,0.0,41.0373046875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.7,0.03,127.27,pi5,0.28,0.9792853443811497,0.9792853443811497,37.54,0.99,41.0373046875,False
